address,postcode,price,area,num_rooms,lon,lat,price_per_sqm,four_digit_postcode
"Lindengracht 215 A, Amsterdam",1015 KG,500000.0,52,2,4.881809,52.379633,9615.384615384615,1015
"Schouwstraat 11, Amsterdam",1023 CS,900000.0,120,5,4.948739,52.386865,7500.0,1023
"Jesse Owenshof 27 PP, Amsterdam",1034 WT,350000.0,83,3,4.920989,52.403808,4216.8674698795185,1034
"Leerdamhof 478, Amsterdam",1108 CN,350000.0,118,5,4.978704,52.305543,2966.101694915254,1108
"Katwijkstraat 1 a, Amsterdam",1059 XL,450000.0,62,2,4.847484,52.350909,7258.064516129032,1059
"Ruimzicht 40, Amsterdam",1068 CM,325000.0,88,4,4.806863,52.362205,3693.181818181818,1068
"Burgemeester De Vlugtlaan 219, Amsterdam",1063 BL,200000.0,27,2,4.818173,52.38178,7407.407407407408,1063
"Bestevâerstraat 5 2, Amsterdam",1056 HD,575000.0,80,3,4.860112,52.372671,7187.5,1056
"Pieter Calandlaan 379, Amsterdam",1068 NJ,325000.0,81,3,4.81015,52.353861,4012.3456790123455,1068
"Tweede Jan van der Heijdenstraat 57 I, Amsterdam",1074 XP,400000.0,47,2,4.90153,52.355844,8510.63829787234,1074
"J.C. van Epenstraat 47, Amsterdam",1019 GP,365000.0,59,2,4.944414,52.368343,6186.440677966101,1019
"Teldershof 57, Amsterdam",1067 ML,350000.0,88,3,4.800286,52.380052,3977.2727272727275,1067
"Johan Huizingalaan 260 II, Amsterdam",1065 JM,300000.0,73,4,4.827023,52.354418,4109.58904109589,1065
"Kantershof 451, Amsterdam",1104 GZ,375000.0,90,4,4.992035,52.316742,4166.666666666667,1104
"Ruyschstraat 335, Amsterdam",1091 MR,415000.0,61,3,4.914021,52.358618,6803.2786885245905,1091
"Burgemeester Van de Pollstraat 18, Amsterdam",1064 PB,300000.0,65,4,4.831964,52.371338,4615.384615384615,1064
"Slatuinenweg 37, Amsterdam",1057 KB,625000.0,75,3,4.863344,52.370007,8333.333333333334,1057
"Steenderenstraat 72, Amsterdam",1107 LD,315000.0,102,5,4.983162,52.294189,3088.235294117647,1107
"Gillis van Ledenberchstraat 3 HS, Amsterdam",1052 TV,325000.0,44,2,4.873179,52.377933,7386.363636363636,1052
"Tweede Kostverlorenkade 28 2, Amsterdam",1053 TP,370000.0,46,2,4.865067,52.369611,8043.478260869565,1053
"Mezenstraat 58, Amsterdam",1021 VL,298000.0,43,2,4.920012,52.386342,6930.232558139535,1021
"Bankastraat 36 III, Amsterdam",1094 EG,375000.0,56,3,4.933659,52.364743,6696.428571428572,1094
"Jan Zwanenburghof 17 H, Amsterdam",1063 JK,325000.0,81,3,4.819431,52.382253,4012.3456790123455,1063
"Niasstraat 12 B, Amsterdam",1095 VA,325000.0,42,2,4.940171,52.364934,7738.0952380952385,1095
"Hugo de Grootkade 78 2, Amsterdam",1052 LX,375000.0,54,2,4.870127,52.372608,6944.444444444444,1052
"Harry Koningsbergerstraat 192, Amsterdam",1063 AH,295000.0,46,2,4.837695,52.383556,6413.04347826087,1063
"Haarlemmerdijk 178 C, Amsterdam",1013 JK,375000.0,44,2,4.884769,52.384121,8522.727272727272,1013
"Aalbersestraat 232, Amsterdam",1067 GM,295000.0,65,4,4.798255,52.378644,4538.461538461538,1067
"Cola Debrotstraat 6, Amsterdam",1087 VJ,275000.0,48,2,5.014044,52.350961,5729.166666666667,1087
"IJselstraat 40 2, Amsterdam",1078 CJ,345000.0,47,2,4.899374,52.347656,7340.425531914893,1078
"Hoofdweg 947, Amsterdam",1055 SC,500000.0,82,3,4.846047,52.37786,6097.5609756097565,1055
"Hudsonstraat 45 II, Amsterdam",1057 RX,390000.0,58,2,4.853953,52.365813,6724.137931034483,1057
"Wagenaarstraat 417, Amsterdam",1093 CN,400000.0,58,2,4.928824,52.363772,6896.551724137931,1093
"Krimpertplein 54, Amsterdam",1104 PH,250000.0,70,3,4.9685,52.316374,3571.4285714285716,1104
"Tweede Jan Steenstraat 34 HS, Amsterdam",1073 VP,625000.0,72,4,4.899724,52.355854,8680.555555555555,1073
"Bert Haanstrakade 222, Amsterdam",1087 DK,550000.0,97,3,4.996295,52.359277,5670.103092783505,1087
"KNSM-laan 479 PP, Amsterdam",1019 LG,585000.0,87,3,4.941549,52.377347,6724.137931034483,1019
"Spengenpad 34, Amsterdam",1107 WH,425000.0,142,6,4.977631,52.291519,2992.957746478873,1107
"Amerbos 92, Amsterdam",1025 ZP,300000.0,85,3,4.945566,52.403049,3529.4117647058824,1025
"Van Houweningenstraat 74 2, Amsterdam",1052 TS,300000.0,45,2,4.870505,52.372951,6666.666666666667,1052
"Steenderenstraat 32, Amsterdam",1107 LC,275000.0,73,2,4.983209,52.29383,3767.123287671233,1107
"Winthontstraat 28, Amsterdam",1013 BR,525000.0,69,3,4.892282,52.384356,7608.695652173913,1013
"Bonairestraat 73 H, Amsterdam",1058 XE,725000.0,88,4,4.855145,52.361963,8238.636363636364,1058
"Haarlemmerdijk 178 B, Amsterdam",1013 JK,350000.0,48,2,4.884769,52.384121,7291.666666666667,1013
"Overleg 82, Amsterdam",1068 RL,275000.0,57,2,4.803983,52.355143,4824.561403508772,1068
"Kortrijk 171, Amsterdam",1066 TB,450000.0,97,4,4.802374,52.342435,4639.1752577319585,1066
"Van Spilbergenstraat 7 2, Amsterdam",1057 PV,325000.0,47,3,4.852015,52.364636,6914.893617021276,1057
"Goudsbloemstraat 191 A, Amsterdam",1015 JN,425000.0,48,2,4.881348,52.380215,8854.166666666666,1015
"Bolestein 756, Amsterdam",1081 EP,300000.0,44,2,4.859323,52.324179,6818.181818181818,1081
"Rhenenhof 19, Amsterdam",1106 JC,330000.0,108,5,4.971123,52.297841,3055.5555555555557,1106
"Dickenslaan 79, Amsterdam",1102 XP,215000.0,43,2,4.945155,52.324953,5000.0,1102
"Da Costakade 171 III, Amsterdam",1053 WX,695000.0,88,3,4.874092,52.367502,7897.727272727273,1053
"Hoogte Kadijk 110 F + PP, Amsterdam",1018 BT,750000.0,108,3,4.915967,52.368943,6944.444444444444,1018
"Marius Meijboomstraat 21, Amsterdam",1087 LD,400000.0,79,3,5.009082,52.351935,5063.291139240507,1087
"Frederik Hendrikstraat 117 E, Amsterdam",1052 HN,585000.0,82,3,4.872665,52.374093,7134.1463414634145,1052
"Eerste Boerhaavestraat 16 1, Amsterdam",1091 SB,395000.0,44,2,4.907275,52.358042,8977.272727272728,1091
"Jisperveldstraat 427, Amsterdam",1024 AV,250000.0,84,3,4.951827,52.399557,2976.190476190476,1024
"Admiralengracht 162 H, Amsterdam",1057 GH,725000.0,103,3,4.857291,52.370304,7038.834951456311,1057
"Baden Powellweg 165, Amsterdam",1069 LE,275000.0,92,4,4.795583,52.348505,2989.1304347826085,1069
"Nieuwe Kerkstraat 461, Amsterdam",1018 VK,700000.0,107,3,4.908421,52.364761,6542.056074766355,1018
"Kolfschotenstraat 154, Amsterdam",1104 PC,260000.0,83,4,4.969802,52.316702,3132.5301204819275,1104
"Toutenburgstraat 104, Amsterdam",1107 PX,275000.0,83,3,4.9688878,52.2923239,3313.253012048193,1107
"Lumeijstraat 24 III, Amsterdam",1056 VX,535000.0,75,4,4.861328,52.372929,7133.333333333333,1056
"Leeuwendalersweg 636, Amsterdam",1061 BJ,465000.0,94,4,4.838028,52.377317,4946.808510638298,1061
"Eerste Constantijn Huygensstraat 49 I, Amsterdam",1054 BS,490000.0,62,3,4.87487,52.363758,7903.225806451613,1054
"Van Karnebeekstraat 7, Amsterdam",1067 RG,375000.0,69,4,4.799561,52.37431,5434.782608695652,1067
"Curaçaostraat 82 H, Amsterdam",1058 CA,425000.0,58,3,4.852231,52.361321,7327.586206896552,1058
"Groenhoven 430, Amsterdam",1103 LM,265000.0,109,5,4.976731,52.325525,2431.1926605504586,1103
"Lodewijk Boisotstraat 6 H, Amsterdam",1057 ZN,425000.0,58,3,4.858639,52.369339,7327.586206896552,1057
"Beemsterstraat 517, Amsterdam",1024 BE,525000.0,122,5,4.950277,52.396263,4303.2786885245905,1024
"Westlandgracht 189 IV, Amsterdam",1059 TL,625000.0,77,4,4.846204,52.349933,8116.883116883117,1059
"Willem Kromhoutstraat 17, Amsterdam",1067 RC,380000.0,77,4,4.795007,52.375474,4935.064935064935,1067
"Milletstraat 43 2, Amsterdam",1077 ZC,950000.0,148,7,4.869544,52.345822,6418.918918918919,1077
"Jacob van Lennepstraat 284 H, Amsterdam",1053 KD,350000.0,41,2,4.863282,52.363713,8536.585365853658,1053
"Robert Fruinlaan 16 III, Amsterdam",1065 XW,325000.0,70,4,4.830209,52.363691,4642.857142857143,1065
"Potgieterstraat 21 hs, Amsterdam",1053 XP,550000.0,74,2,4.874332,52.369651,7432.4324324324325,1053
"Elpermeer 250, Amsterdam",1025 AP,300000.0,85,4,4.947646,52.402266,3529.4117647058824,1025
"Reizigersweg 185, Amsterdam",1033 ZP,245000.0,50,2,4.883861,52.417569,4900.0,1033
"Welnastraat 479, Amsterdam",1096 GJ,230000.0,28,1,4.920676,52.338759,8214.285714285714,1096
"Van Spilbergenstraat 41 I, Amsterdam",1057 PX,395000.0,53,3,4.851991,52.365663,7452.830188679245,1057
"Quellijnstraat 46 H, Amsterdam",1072 XT,365000.0,40,2,4.887941,52.35683,9125.0,1072
"Van der Helstplein 10 3, Amsterdam",1072 PH,698000.0,89,5,4.894517,52.351528,7842.696629213483,1072
"Landzicht 23, Amsterdam",1068 ZV,495000.0,117,6,4.803386,52.364806,4230.7692307692305,1068
"Postjesweg 203, Amsterdam",1062 JN,375000.0,80,4,4.840015,52.363904,4687.5,1062
"Osdorpplein 62, Amsterdam",1068 EM,375000.0,88,3,4.806525,52.359424,4261.363636363636,1068
"James Bradleystraat 11, Amsterdam",1086 ZM,1200000.0,231,8,4.979592,52.360578,5194.805194805195,1086
"Admiraal De Ruijterweg 301 2, Amsterdam",1055 LW,425000.0,71,3,4.855635,52.37986,5985.915492957746,1055
"Grevelingenstraat 4 hs, Amsterdam",1078 KN,730000.0,89,3,4.88956,52.345979,8202.247191011236,1078
"Gibraltarstraat 68 2, Amsterdam",1055 NS,325000.0,48,4,4.849943,52.384166,6770.833333333333,1055
"Bijlmerdreef 1099, Amsterdam",1103 TT,275000.0,78,3,4.972526,52.321871,3525.641025641026,1103
"Keizersgracht 682 E, Amsterdam",1017 ET,535000.0,67,2,4.894107,52.363363,7985.074626865671,1017
"Doggersbankstraat 4 1, Amsterdam",1055 NX,375000.0,57,3,4.850695,52.383963,6578.9473684210525,1055
"Dulcie Septemberpad 12, Amsterdam",1093 NK,775000.0,126,5,4.932925,52.358206,6150.793650793651,1093
"Josephus Jittastraat 65, Amsterdam",1063 NK,375000.0,78,3,4.814789,52.382249,4807.692307692308,1063
"Aalsmeerweg 28 1, Amsterdam",1059 AK,400000.0,54,3,4.849224,52.350198,7407.407407407408,1059
"Tweede Oosterparkstraat 132 E, Amsterdam",1092 BP,300000.0,40,2,4.91803,52.357424,7500.0,1092
"Koolpalmhof 18, Amsterdam",1104 DH,375000.0,104,3,4.983057,52.318698,3605.769230769231,1104
"1e Kekerstraat 119, Amsterdam",1104 VA,295000.0,91,3,4.981371,52.313749,3241.7582417582416,1104
"Ter Boede 2 hs, Amsterdam",1082 CB,345000.0,57,2,4.878162,52.325097,6052.631578947368,1082
"Kloekhorststraat 231, Amsterdam",1104 MN,260000.0,71,3,4.967708,52.317064,3661.9718309859154,1104
"Wethouder De Vriesplantsoen 8, Amsterdam",1107 AN,225000.0,56,2,4.992412,52.295757,4017.8571428571427,1107
"Van Spilbergenstraat 68 H, Amsterdam",1057 RK,425000.0,50,2,4.852084,52.366236,8500.0,1057
"Talbotstraat 223, Amsterdam",1087 DM,475000.0,90,3,4.996258,52.358696,5277.777777777777,1087
"Oeverpad 570, Amsterdam",1068 PM,425000.0,108,3,4.808883,52.363274,3935.185185185185,1068
"Prinsengracht 303 F, Amsterdam",1016 GX,1170000.0,121,2,4.883377,52.373492,9669.421487603306,1016
"Tugelaweg 40 f+PP, Amsterdam",1092 VG,520000.0,69,3,4.923063,52.35637,7536.231884057971,1092
"Petrus Blokhof 12 II, Amsterdam",1065 XK,350000.0,68,4,4.829524,52.363328,5147.058823529412,1065
"Gouden Leeuw 930, Amsterdam",1103 KW,289500.0,108,5,4.974531,52.325473,2680.5555555555557,1103
"Willebroekstraat 38, Amsterdam",1066 WE,480000.0,127,5,4.80722,52.344454,3779.527559055118,1066
"Statenjachtstraat 542, Amsterdam",1034 EZ,325000.0,84,4,4.917985,52.405783,3869.0476190476193,1034
"Overleg 84, Amsterdam",1068 RL,250000.0,57,2,4.803968,52.355143,4385.964912280701,1068
"Pieter van der Werfstraat 127, Amsterdam",1067 EM,350000.0,87,3,4.802688,52.382381,4022.9885057471265,1067
"Edmond Halleylaan 25, Amsterdam",1086 ZV,600000.0,110,4,4.981387,52.360243,5454.545454545455,1086
"Waterlandplein 292 D, Amsterdam",1024 NB,350000.0,87,3,4.954462,52.393215,4022.9885057471265,1024
"Ceintuurbaan 199 1, Amsterdam",1074 CV,525000.0,70,3,4.901743,52.355153,7500.0,1074
"Venetiëhof 212, Amsterdam",1019 NE,500000.0,89,3,4.947119,52.376909,5617.9775280898875,1019
"Jacob Burggraafstraat 90, Amsterdam",1018 WA,700000.0,106,3,4.922868,52.371793,6603.773584905661,1018
"Vianenstraat 97, Amsterdam",1106 DB,300000.0,90,4,4.984519,52.299712,3333.3333333333335,1106
"Amerbos 34, Amsterdam",1025 ZM,175000.0,28,1,4.945552,52.402968,6250.0,1025
"Burgemeester Hogguerstraat 329, Amsterdam",1064 CR,365000.0,78,4,4.829607,52.372067,4679.48717948718,1064
"Philip Vingboonsstraat 19, Amsterdam",1067 BG,375000.0,84,4,4.7958,52.38318,4464.285714285715,1067
"Haarlemmerweg 33 D, Amsterdam",1051 KN,425000.0,74,3,4.878057,52.385387,5743.243243243243,1051
"Den Texstraat 35 2, Amsterdam",1017 XX,1320000.0,230,8,4.894964,52.358917,5739.130434782609,1017
"Bombraak 4, Amsterdam",1035 JR,469000.0,109,3,4.891949,52.423805,4302.752293577982,1035
"Cliffordstraat 40 II, Amsterdam",1051 GV,270000.0,38,1,4.870659,52.383656,7105.263157894737,1051
"Tweede Weteringdwarsstraat 44 2, Amsterdam",1017 SX,325000.0,44,3,4.889549,52.361331,7386.363636363636,1017
"Kaneelappelstraat 90, Amsterdam",1036 LG,650000.0,113,6,4.903976,52.407476,5752.212389380531,1036
"Conradstraat 126 F, Amsterdam",1018 NM,550000.0,90,3,4.930426,52.371197,6111.111111111111,1018
"Stephensonstraat 1 D, Amsterdam",1097 BA,1150000.0,163,7,4.921657,52.351422,7055.21472392638,1097
"Van Hallstraat 33 I, Amsterdam",1051 GX,385000.0,50,2,4.870167,52.384355,7700.0,1051
"Bloys van Treslongstraat 62 H, Amsterdam",1056 XD,325000.0,43,2,4.859637,52.375563,7558.139534883721,1056
"Hof van Versailles 37, Amsterdam",1064 NX,750000.0,155,6,4.832889,52.367757,4838.709677419355,1064
"Zwanenplein 69, Amsterdam",1021 CK,465000.0,73,4,4.918062,52.387403,6369.86301369863,1021
"Ladogameerhof 162, Amsterdam",1060 RE,300000.0,67,3,4.783188,52.350225,4477.611940298508,1060
"Jisperveldstraat 598, Amsterdam",1024 BD,250000.0,84,3,4.952138,52.400571,2976.190476190476,1024
"Paramariboplein 67 bel, Amsterdam",1058 AR,500000.0,64,3,4.854288,52.359955,7812.5,1058
"Ter Haarstraat 21 E, Amsterdam",1053 LH,875000.0,108,4,4.655161,52.376552,8101.851851851852,1053
"Sloterkade 33 C, Amsterdam",1058 HE,399000.0,62,2,4.853523,52.356392,6435.4838709677415,1058
"Veemkade 1200, Amsterdam",1019 BZ,925000.0,145,4,4.933939,52.374739,6379.310344827586,1019
"Zuidelijke Wandelweg 151, Amsterdam",1079 RK,875000.0,123,4,4.894206,52.33822,7113.821138211382,1079
"Zuidelijke Wandelweg 151 PP, Amsterdam",1079 RK,930000.0,123,4,4.894206,52.33822,7560.975609756098,1079
"Funenpark 349, Amsterdam",1018 AK,725000.0,101,4,4.931075,52.369038,7178.217821782178,1018
"Bos en Lommerplein 109 PP, Amsterdam",1055 AD,575000.0,119,3,4.845779,52.37755,4831.9327731092435,1055
"IJburglaan 1445, Amsterdam",1087 KH,600000.0,132,4,5.00033,52.35282,4545.454545454545,1087
"Pesetalaan 47, Amsterdam",1060 SC,600000.0,146,7,4.784642,52.346094,4109.58904109589,1060
"Kloekhorststraat 215, Amsterdam",1104 MN,265000.0,72,3,4.9684,52.317292,3680.5555555555557,1104
"Zaagmolenstraat 9, Amsterdam",1052 HB,350000.0,46,3,4.873501,52.377961,7608.695652173913,1052
"Burgemeester Hogguerstraat 769, Amsterdam",1064 EB,340000.0,78,3,4.829629,52.372955,4358.974358974359,1064
"Jan van Schaffelaarplantsoen 29 A, Amsterdam",1061 DM,350000.0,58,3,4.84314,52.378753,6034.482758620689,1061
"Vrolikstraat 309 C, Amsterdam",1091 VE,430000.0,56,2,4.917761,52.356215,7678.571428571428,1091
"Moestuinlaan 10, Amsterdam",1036 KD,975000.0,180,5,4.900779,52.408945,5416.666666666667,1036
"Amsteldijk 828, Amsterdam",1079 LM,500000.0,84,3,4.913659,52.343221,5952.380952380952,1079
"Tollensstraat 62, Amsterdam",1053 RW,850000.0,123,7,4.869096,52.366755,6910.569105691057,1053
"Kazernestraat 2 2, Amsterdam",1018 CC,645000.0,89,3,4.921169,52.364353,7247.191011235955,1018
"Tweede Jan van der Heijdenstraat 53 III, Amsterdam",1074 XP,425000.0,49,3,4.901398,52.355807,8673.469387755102,1074
"Van Hilligaertstraat 47, Amsterdam",1072 JX,1090000.0,149,3,4.890751,52.349678,7315.436241610738,1072
"Doggerstraat 15, Amsterdam",1086 VG,895000.0,184,6,4.986808,52.364679,4864.130434782609,1086
"Statenjachtstraat 211, Amsterdam",1034 GA,465000.0,104,3,4.918343,52.405579,4471.153846153846,1034
"Uiterwaardenstraat 9 H, Amsterdam",1079 BN,700000.0,79,3,4.911378,52.342112,8860.759493670887,1079
"Nijenburg 20, Amsterdam",1081 GG,325000.0,55,2,4.865786,52.328459,5909.090909090909,1081
"Panamalaan 84, Amsterdam",1019 AZ,695000.0,107,4,4.934082,52.371077,6495.327102803738,1019
"Govert Flinckstraat 392 II, Amsterdam",1074 CJ,825000.0,97,4,4.902906,52.35753,8505.154639175258,1074
"S. F. van Ossstraat 180, Amsterdam",1068 JN,280000.0,64,3,4.811771,52.355712,4375.0,1068
"Buziaustraat 14, Amsterdam",1068 KN,550000.0,160,6,4.811827,52.353554,3437.5,1068
"Schoorlstraat 42, Amsterdam",1024 PN,325000.0,77,3,4.945778,52.393622,4220.779220779221,1024
"Ponserstraat 12, Amsterdam",1033 DL,325000.0,77,3,4.899777,52.40313,4220.779220779221,1033
"Tefelenstraat 82, Amsterdam",1107 SM,275000.0,111,5,4.970438,52.294244,2477.4774774774774,1107
"Juliana van Stolbergstraat 45 H, Amsterdam",1055 RL,340000.0,46,2,4.856593,52.380808,7391.304347826087,1055
"Hoofdweg 252 H, Amsterdam",1057 DH,550000.0,72,3,4.85255,52.367739,7638.888888888889,1057
"Venetiëhof 10, Amsterdam",1019 NA,500000.0,84,3,4.947231,52.377422,5952.380952380952,1019
"ms. van Riemsdijkweg 266, Amsterdam",1033 RD,750000.0,111,4,4.892182,52.401519,6756.756756756757,1033
"Leeuwendalersweg 648 PP, Amsterdam",1061 BJ,499000.0,92,4,4.837996,52.37746,5423.913043478261,1061
"Prinsengracht 483 A, Amsterdam",1016 HP,1750000.0,212,4,4.883097,52.369689,8254.716981132075,1016
"Bellamystraat 13 15, Amsterdam",1053 BE,1250000.0,202,6,4.866447,52.367118,6188.118811881188,1053
"Gulden Winckelplantsoen 16 II, Amsterdam",1055 EL,319000.0,50,2,4.847496,52.378843,6380.0,1055
"Hondecoeterstraat 20 III, Amsterdam",1071 LS,1100000.0,147,4,4.878689,52.353303,7482.993197278912,1071
"Waverstraat 48 2, Amsterdam",1079 VM,325000.0,47,2,4.909223,52.34615,6914.893617021276,1079
"Kortrijk 35, Amsterdam",1066 TA,475000.0,109,4,4.801543,52.344264,4357.798165137615,1066
"Ruimzicht 83, Amsterdam",1068 CP,300000.0,88,2,4.807168,52.361653,3409.090909090909,1068
"Loenermark 372, Amsterdam",1025 TH,265000.0,66,2,4.930826,52.398984,4015.151515151515,1025
"Baden Powellweg 60 B, Amsterdam",1069 LK,399500.0,99,3,4.792451,52.354762,4035.3535353535353,1069
"Pyreneeën 7, Amsterdam",1060 NP,725000.0,173,7,4.773171,52.349954,4190.751445086706,1060
"Ferguutstraat 16 III, Amsterdam",1055 SX,625000.0,95,5,4.855072,52.377799,6578.9473684210525,1055
"Lange Leidsedwarsstraat 103 1 B, Amsterdam",1017 NJ,399000.0,40,2,4.886109,52.363042,9975.0,1017
"Egidiusstraat 23 1, Amsterdam",1055 GL,445000.0,66,3,4.852373,52.377544,6742.424242424242,1055
"IJburglaan 1468, Amsterdam",1087 KG,550000.0,145,3,5.000011,52.352324,3793.103448275862,1087
"Bonairestraat 46 Hs, Amsterdam",1058 XJ,675000.0,84,4,4.855835,52.360699,8035.714285714285,1058
"De Boelelaan 223, Amsterdam",1082 RA,325000.0,84,3,4.877949,52.334686,3869.0476190476193,1082
"Hertspieghelweg 64 H, Amsterdam",1055 KR,600000.0,82,4,4.852076,52.381479,7317.073170731707,1055
"Curaçaostraat 76 1, Amsterdam",1058 CA,375000.0,57,3,4.852248,52.361159,6578.9473684210525,1058
"Rijnstraat 238 1, Amsterdam",1079 HV,575000.0,82,4,4.906854,52.341296,7012.195121951219,1079
"Burgemeester Hogguerstraat 353, Amsterdam",1064 CR,475000.0,79,3,4.829591,52.372067,6012.658227848101,1064
"Tilanusstraat 334, Amsterdam",1091 MZ,500000.0,62,3,4.914296,52.358996,8064.5161290322585,1091
"Hofgeest 111, Amsterdam",1102 EE,275000.0,94,4,4.95696,52.311632,2925.531914893617,1102
"Valeriusstraat 148 Hs, Amsterdam",1075 GE,1775000.0,177,9,4.865595,52.353408,10028.24858757062,1075
"Brederodestraat 42 4, Amsterdam",1054 MV,525000.0,63,3,4.865952,52.361768,8333.333333333334,1054
"Blasiusstraat 13 1, Amsterdam",1091 CJ,400000.0,52,2,4.908012,52.356419,7692.307692307692,1091
"Hof van Groenen 13, Amsterdam",1083 JR,375000.0,80,4,4.882011,52.330956,4687.5,1083
"Baron G.A. Tindalplein 10, Amsterdam",1019 TJ,550000.0,87,2,4.942751,52.373127,6321.83908045977,1019
"Retiefstraat 49 2, Amsterdam",1092 VX,525000.0,76,2,4.922699,52.355605,6907.894736842105,1092
"Lindengracht 24 III, Amsterdam",1015 KJ,760000.0,90,4,4.886718,52.380687,8444.444444444445,1015
"Latherusstraat 54, Amsterdam",1032 EC,700000.0,123,6,4.91506,52.393449,5691.056910569106,1032
"Derde Helmersstraat 50 H, Amsterdam",1054 BJ,675000.0,75,3,4.876322,52.365121,9000.0,1054
"Fleerde 203, Amsterdam",1102 AV,325000.0,97,4,4.955054,52.317674,3350.5154639175257,1102
"Carolina MacGillavrylaan 130, Amsterdam",1098 XA,459000.0,75,3,4.94178,52.357269,6120.0,1098
"Kinkerstraat 320 III, Amsterdam",1053 GD,350000.0,46,2,4.863132,52.36504,7608.695652173913,1053
"Zeeburgerdijk 64 I, Amsterdam",1094 AE,325000.0,43,2,4.934601,52.36596,7558.139534883721,1094
"Pieter Calandlaan 231, Amsterdam",1068 ND,275000.0,81,3,4.810853,52.354008,3395.061728395062,1068
"Het Hoogt 215, Amsterdam",1025 GW,275000.0,57,2,4.937616,52.397321,4824.561403508772,1025
"Rijswijkstraat 32, Amsterdam",1062 EE,700000.0,140,5,4.837658,52.350226,5000.0,1062
"Ruiseveenpad 48, Amsterdam",1106 AM,209000.0,59,2,4.975309,52.296957,3542.3728813559323,1106
"Weteringschans 122 A, Amsterdam",1017 XT,1325000.0,150,5,4.896605,52.359176,8833.333333333334,1017
"Prinsengracht 1033 C, Amsterdam",1017 KP,850000.0,120,3,4.89518,52.361947,7083.333333333333,1017
"IJburglaan 1453 PP, Amsterdam",1087 KH,485000.0,105,4,5.000345,52.352811,4619.047619047619,1087
"Oude-IJselstraat 3 1, Amsterdam",1078 CL,385000.0,53,2,4.901411,52.347889,7264.1509433962265,1078
"Rijsbesstraat 2, Amsterdam",1036 LN,650000.0,125,5,4.901879,52.406292,5200.0,1036
"Haarlemmermeerstraat 151 1, Amsterdam",1058 JX,450000.0,64,3,4.850607,52.352379,7031.25,1058
"Cas Oorthuyskade 252, Amsterdam",1087 DP,450000.0,87,3,4.990866,52.360697,5172.413793103448,1087
"Poeldijkstraat 259, Amsterdam",1059 VL,600000.0,90,3,4.844731,52.349856,6666.666666666667,1059
"Langswater 885 XII, Amsterdam",1069 EH,245000.0,71,3,4.787319,52.359244,3450.7042253521126,1069
"Tweede Keucheniusstraat 8 3, Amsterdam",1051 VR,500000.0,70,3,4.869195,52.380747,7142.857142857143,1051
"Hasebroekstraat 41 H, Amsterdam",1053 CM,600000.0,80,2,4.865609,52.365991,7500.0,1053
"Hoendiepstraat 36 hs, Amsterdam",1079 LW,595000.0,73,3,4.910454,52.34221,8150.684931506849,1079
"Eerste Jacob van Campenstraat 54 III-IV, Amsterdam",1072 BH,995000.0,127,4,4.889858,52.357323,7834.645669291339,1072
"Leghornstraat 4, Amsterdam",1109 BW,475000.0,118,5,5.015376,52.305296,4025.423728813559,1109
"Bijlmerdreef 1097, Amsterdam",1103 TT,275000.0,78,3,4.972526,52.321871,3525.641025641026,1103
"Jisperveldstraat 212, Amsterdam",1024 AK,285000.0,85,4,4.950198,52.39832,3352.9411764705883,1024
"Hoofdweg 150 hs, Amsterdam",1057 DB,585000.0,75,3,4.853451,52.364831,7800.0,1057
"J.M. den Uylstraat 76, Amsterdam",1067 WD,310000.0,75,3,4.790104,52.381911,4133.333333333333,1067
"Valkhof 21, Amsterdam",1082 VC,495000.0,81,4,4.870861,52.332238,6111.111111111111,1082
"Wilhelminastraat 81 I, Amsterdam",1054 VX,475000.0,54,2,4.863781,52.361606,8796.296296296296,1054
"Gibraltarstraat 73 1, Amsterdam",1055 NK,425000.0,57,3,4.849341,52.384118,7456.140350877193,1055
"Noorderakerweg 100, Amsterdam",1069 LW,875000.0,161,4,4.777448,52.350596,5434.782608695652,1069
"Kanaalstraat 204 H, Amsterdam",1054 XS,560000.0,73,3,4.857873,52.360923,7671.232876712329,1054
"Erich Salomonstraat 629, Amsterdam",1087 JA,700000.0,130,6,5.001384,52.354845,5384.615384615385,1087
"Eerste Helmersstraat 56 hs, Amsterdam",1054 DJ,1150000.0,144,6,4.875312,52.363634,7986.111111111111,1054
"Bilderdijkkade 50 D2, Amsterdam",1053 VN,1250000.0,149,6,4.868023,52.370359,8389.261744966443,1053
"Leeuwenwerf 119, Amsterdam",1018 KB,275000.0,40,2,4.921147,52.373395,6875.0,1018
"Eurokade 11, Amsterdam",1060 RZ,575000.0,145,5,4.78754,52.348859,3965.5172413793102,1060
"Saxenburgerstraat 1 B, Amsterdam",1054 KM,1025000.0,125,3,4.860922,52.358834,8200.0,1054
"Louise de Colignystraat 54 H, Amsterdam",1055 XN,340000.0,47,2,4.856817,52.380458,7234.04255319149,1055
"Nachtwachtlaan 501, Amsterdam",1058 ES,550000.0,125,5,4.84351,52.363743,4400.0,1058
"Donker Curtiusstraat 49, Amsterdam",1051 MC,400000.0,59,2,4.871359,52.378707,6779.661016949152,1051
"Marius Bauerstraat 235 B2, Amsterdam",1062 AL,235000.0,33,2,4.836971,52.362788,7121.212121212121,1062
"Grootzeilhof 10, Amsterdam",1034 LX,335000.0,93,4,4.92221,52.409314,3602.1505376344085,1034
