"y","num_projects","salary","promotion"
0.67,2,"medium",0
0.36,4,"medium",0
0.69,3,"medium",0
0.72,3,"medium",0
0.72,4,"low",0
0.88,4,"low",0
0.91,2,"low",0
0.96,4,"low",0
0.49,3,"low",0
0.59,5,"low",0
0.8,4,"low",0
0.91,4,"low",0
0.18,4,"low",0
0.94,5,"low",0
0.44,3,"low",0
0.96,2,"low",0
0.55,4,"low",0
0.99,4,"low",0
0.75,3,"low",0
0.66,4,"low",0
0.96,3,"low",0
0.6,6,"low",0
0.64,4,"medium",0
0.85,4,"medium",0
0.3,3,"medium",0
0.74,4,"medium",0
0.14,5,"medium",0
0.93,3,"medium",0
0.75,3,"medium",0
0.58,4,"medium",0
0.59,3,"medium",0
0.2,5,"medium",0
1,3,"medium",0
0.51,3,"medium",0
0.16,4,"high",0
0.77,5,"low",0
0.61,2,"medium",0
0.73,3,"medium",0
0.52,4,"medium",0
0.13,4,"medium",0
0.73,3,"low",0
0.39,2,"low",0
0.92,3,"low",0
0.34,5,"low",0
0.94,4,"low",0
0.82,4,"low",0
0.26,4,"low",0
0.78,4,"low",0
0.61,4,"low",0
0.5,3,"low",0
0.52,4,"low",0
0.89,4,"low",0
0.85,4,"low",0
0.62,4,"low",0
0.38,2,"low",0
0.55,2,"low",0
0.83,4,"low",0
0.62,3,"low",0
0.6,3,"low",0
0.62,4,"low",0
0.23,5,"low",0
0.13,6,"medium",0
0.96,4,"medium",0
0.5,5,"medium",0
0.66,3,"medium",0
0.61,4,"medium",0
0.45,5,"medium",0
0.5,4,"medium",0
0.75,3,"medium",0
0.88,4,"medium",0
0.49,5,"medium",0
0.82,5,"medium",0
0.92,4,"medium",0
0.4,5,"high",0
0.36,4,"low",0
0.8,5,"medium",0
0.68,4,"medium",0
0.54,4,"medium",0
0.73,3,"medium",0
0.64,5,"low",0
0.12,5,"low",0
0.6,4,"low",0
0.36,4,"low",0
0.63,3,"low",0
0.67,2,"low",0
0.83,3,"low",0
0.48,4,"low",0
0.89,4,"low",0
0.71,3,"low",0
0.31,4,"low",0
0.89,5,"low",0
0.38,2,"low",0
0.88,3,"low",0
0.64,3,"low",0
0.65,4,"low",0
0.65,4,"low",0
0.54,4,"low",0
0.69,4,"low",0
0.77,2,"low",0
0.28,3,"low",0
0.33,6,"medium",0
0.83,4,"medium",0
0.89,3,"medium",0
0.76,5,"medium",0
0.83,5,"medium",0
0.57,4,"medium",0
0.61,2,"medium",0
0.96,2,"medium",0
0.17,4,"medium",0
0.61,4,"medium",0
0.73,5,"medium",0
0.3,3,"medium",0
0.42,2,"high",0
0.65,3,"low",0
0.17,2,"medium",0
0.12,5,"medium",0
0.7,5,"medium",0
0.87,3,"medium",0
0.43,5,"low",0
0.84,3,"low",0
0.94,3,"low",0
0.89,4,"low",0
0.69,5,"low",0
0.18,4,"low",0
0.98,3,"low",0
0.3,5,"low",0
0.51,3,"medium",0
0.76,3,"medium",0
0.67,4,"medium",0
0.12,4,"medium",0
0.42,5,"medium",0
0.69,3,"medium",0
0.63,3,"medium",0
0.66,2,"medium",0
0.5,3,"medium",0
0.67,5,"medium",0
0.59,4,"medium",0
0.75,2,"medium",0
0.88,5,"medium",0
0.99,3,"medium",0
0.44,2,"medium",0
0.65,4,"medium",0
0.88,3,"medium",0
0.58,2,"medium",0
0.99,4,"medium",0
0.76,3,"medium",0
0.14,5,"medium",0
0.57,3,"medium",0
0.52,3,"medium",0
0.71,5,"medium",0
0.27,5,"medium",0
0.49,3,"high",0
0.59,3,"high",0
0.24,6,"high",0
0.18,6,"high",0
0.73,5,"high",0
0.78,6,"high",0
0.94,5,"high",0
0.86,3,"high",0
0.97,4,"high",0
0.49,3,"high",0
0.82,4,"high",0
0.86,4,"high",0
0.3,3,"low",0
0.7,4,"low",0
0.8,5,"low",0
0.36,2,"low",0
0.4,3,"low",0
0.8,4,"low",0
0.98,4,"low",0
0.92,3,"low",0
0.68,3,"low",0
1,3,"low",0
0.8,3,"low",0
0.85,4,"low",0
0.69,3,"low",0
0.57,4,"low",0
0.33,2,"low",0
0.19,6,"medium",0
0.5,3,"medium",0
0.52,3,"medium",0
0.13,6,"medium",0
0.18,4,"medium",0
0.86,4,"medium",0
0.86,4,"medium",0
0.16,6,"medium",0
0.43,2,"medium",0
0.79,3,"medium",0
0.51,4,"medium",0
0.83,5,"medium",0
0.61,3,"high",0
0.65,3,"high",0
0.95,4,"high",0
0.63,5,"high",0
0.72,3,"high",0
0.8,3,"high",0
0.7,4,"high",0
0.45,5,"high",0
0.64,4,"low",0
0.94,4,"low",0
0.57,4,"low",0
0.35,4,"low",0
0.75,2,"low",0
0.7,5,"low",0
0.7,2,"low",0
0.61,3,"low",0
0.78,4,"medium",0
0.97,4,"medium",0
0.51,3,"medium",0
0.56,5,"medium",0
0.87,3,"medium",0
0.64,5,"medium",0
0.6,2,"medium",0
0.9,2,"medium",0
0.54,2,"medium",0
0.23,5,"medium",0
0.8,3,"medium",0
0.23,4,"medium",0
0.81,3,"medium",0
0.35,5,"medium",0
0.67,4,"medium",0
0.46,4,"medium",0
0.84,4,"medium",0
0.92,3,"medium",0
0.75,5,"medium",0
0.7,4,"medium",0
0.7,4,"medium",0
0.9,6,"medium",0
0.8,3,"medium",0
0.5,5,"high",0
0.84,4,"low",0
0.48,3,"medium",0
0.98,5,"medium",0
0.64,3,"medium",0
0.58,4,"medium",0
0.66,4,"medium",0
0.76,4,"medium",0
0.32,6,"medium",0
0.49,3,"medium",0
0.81,3,"medium",0
0.42,5,"medium",0
0.17,3,"low",0
0.49,4,"low",0
0.34,6,"low",0
0.86,3,"low",0
0.51,4,"low",0
0.49,4,"low",0
0.49,3,"low",0
0.51,3,"high",0
0.64,3,"low",0
0.62,4,"high",0
0.81,4,"high",0
0.95,2,"low",0
0.88,4,"low",0
0.87,5,"high",0
0.73,5,"low",0
0.98,2,"medium",0
0.77,3,"high",0
0.76,3,"medium",0
0.21,4,"medium",0
0.72,4,"medium",0
0.41,2,"medium",0
0.9,3,"high",0
0.96,5,"medium",0
0.61,4,"medium",0
0.6,4,"medium",0
0.5,2,"high",0
0.79,4,"medium",0
0.32,6,"high",0
0.85,5,"low",0
0.9,5,"medium",0
0.74,4,"medium",0
0.21,6,"medium",0
0.91,3,"medium",0
0.9,5,"low",0
0.74,4,"low",0
0.76,3,"low",0
0.45,5,"low",0
0.73,3,"low",0
0.6,3,"low",0
0.8,5,"low",0
0.53,4,"low",0
0.97,5,"low",0
0.64,3,"low",0
0.92,4,"high",0
0.6,5,"low",0
1,4,"low",0
0.69,4,"low",0
0.53,5,"low",0
0.63,4,"high",0
0.57,4,"low",0
0.79,5,"low",0
0.68,4,"low",0
0.56,3,"high",0
0.48,3,"low",0
0.59,4,"medium",0
0.34,6,"high",0
0.98,3,"medium",0
0.36,2,"high",0
0.6,2,"medium",0
0.24,6,"medium",0
0.67,4,"medium",0
0.17,5,"medium",0
0.57,3,"medium",0
0.7,3,"medium",0
0.73,3,"medium",0
0.61,4,"medium",0
0.95,4,"high",0
0.85,3,"low",0
0.72,3,"medium",0
0.84,4,"medium",0
0.57,2,"medium",0
0.69,3,"medium",0
0.57,4,"medium",0
0.52,6,"medium",0
0.56,3,"medium",0
0.75,3,"medium",0
0.98,5,"medium",0
0.48,4,"high",0
0.35,2,"low",0
0.66,4,"low",0
0.79,5,"low",0
0.86,4,"high",0
0.88,5,"low",0
0.83,3,"low",0
0.8,5,"low",0
0.64,4,"high",0
0.72,4,"low",0
0.67,3,"low",0
0.75,4,"low",0
0.65,4,"low",0
0.98,5,"low",0
0.68,2,"low",0
0.52,3,"low",0
0.68,4,"medium",0
0.92,4,"medium",0
0.86,3,"medium",0
0.5,4,"medium",0
0.35,4,"medium",0
0.76,5,"medium",0
0.66,4,"medium",0
0.58,3,"medium",0
0.55,4,"medium",0
0.9,3,"medium",0
0.75,4,"medium",0
0.9,4,"medium",0
0.14,5,"high",0
0.86,4,"low",0
0.56,4,"medium",0
0.54,5,"medium",0
0.36,5,"medium",0
0.82,3,"medium",0
0.49,2,"low",0
0.77,3,"low",0
0.64,4,"low",0
0.93,3,"low",0
0.96,5,"low",0
0.6,3,"low",0
0.58,3,"low",0
0.52,5,"low",0
0.74,5,"low",0
0.64,4,"low",0
0.93,3,"low",0
0.76,5,"low",0
0.5,4,"low",0
0.79,4,"low",0
0.97,5,"low",0
0.6,5,"low",0
0.84,5,"low",0
0.75,5,"low",0
0.24,4,"low",0
0.24,5,"low",0
0.51,5,"low",0
0.5,4,"medium",0
0.66,3,"medium",0
0.97,3,"medium",0
0.61,4,"medium",0
0.77,4,"medium",0
0.74,3,"medium",0
0.92,4,"medium",0
0.78,2,"medium",0
0.56,3,"medium",0
0.82,3,"medium",0
0.26,5,"medium",0
0.69,5,"medium",0
0.78,4,"high",0
0.67,3,"low",0
0.77,5,"medium",0
0.8,4,"medium",0
0.51,3,"medium",0
0.77,4,"medium",0
0.65,3,"low",0
0.58,3,"low",0
0.67,2,"low",0
0.33,3,"low",0
0.78,6,"low",0
0.58,3,"low",0
0.63,4,"low",0
0.63,4,"low",0
0.59,3,"low",0
0.6,5,"low",0
0.93,5,"low",0
0.78,2,"low",0
0.65,3,"low",0
1,4,"low",0
0.96,3,"low",0
0.54,5,"low",0
0.98,2,"low",0
0.34,2,"low",0
0.71,5,"low",0
0.64,3,"low",0
0.71,2,"low",0
0.58,4,"medium",0
0.87,4,"medium",0
0.58,4,"medium",0
0.87,3,"medium",0
0.72,3,"medium",0
0.67,5,"medium",0
0.53,4,"medium",0
0.78,3,"medium",0
0.19,4,"medium",0
1,4,"medium",0
0.75,5,"medium",0
0.29,3,"medium",0
0.37,2,"high",0
0.78,3,"low",0
0.24,5,"medium",0
0.49,4,"medium",0
0.18,6,"medium",0
0.76,4,"medium",0
0.5,4,"low",0
0.82,3,"low",0
0.97,3,"low",0
0.72,4,"low",0
0.98,4,"low",0
0.76,3,"low",0
0.72,3,"low",0
0.96,3,"low",0
0.62,3,"low",0
0.25,4,"low",0
0.82,5,"low",0
0.59,3,"low",0
0.94,3,"low",0
0.72,3,"low",0
0.53,5,"low",0
0.67,3,"low",0
0.99,4,"low",0
0.64,4,"low",0
0.61,4,"low",0
0.89,4,"low",0
0.61,5,"low",0
0.9,3,"medium",0
0.96,5,"medium",0
0.62,4,"medium",0
0.89,3,"medium",0
0.52,4,"medium",0
0.66,3,"medium",0
0.96,5,"medium",0
0.95,5,"medium",0
0.75,4,"medium",0
0.39,5,"medium",0
0.93,3,"medium",0
0.44,3,"medium",0
0.9,3,"high",0
0.75,3,"low",0
0.45,2,"medium",0
0.42,2,"medium",0
0.99,3,"medium",0
0.89,4,"medium",0
0.96,4,"low",0
0.5,3,"low",0
0.59,3,"low",0
0.57,3,"low",0
1,3,"low",0
0.6,5,"low",0
0.21,6,"low",0
0.63,4,"low",0
0.8,3,"low",0
0.51,3,"low",0
0.89,5,"low",0
0.83,4,"low",0
0.77,6,"low",0
0.79,4,"low",0
0.63,5,"low",0
0.68,5,"low",0
0.74,4,"low",0
0.49,6,"low",0
0.46,3,"medium",0
0.9,5,"medium",0
0.7,5,"medium",0
0.84,4,"medium",0
0.89,4,"medium",0
0.59,4,"medium",0
0.57,3,"medium",0
0.53,3,"medium",0
0.83,4,"medium",0
0.51,4,"medium",0
0.78,4,"medium",0
0.52,3,"medium",0
0.42,5,"high",0
0.61,2,"low",0
0.85,3,"medium",0
0.17,6,"medium",0
0.79,3,"medium",0
0.56,3,"medium",0
0.5,5,"low",0
0.51,3,"low",0
0.77,4,"low",0
0.84,3,"low",0
0.21,3,"low",0
0.65,5,"low",0
0.95,4,"low",0
0.8,4,"low",0
0.77,5,"low",0
0.57,3,"low",0
0.92,4,"low",0
1,5,"low",0
0.85,4,"low",0
0.57,4,"low",0
0.66,3,"low",0
0.85,4,"low",0
0.99,5,"low",0
0.91,4,"low",0
0.96,4,"low",0
0.49,4,"low",0
0.39,5,"low",0
0.87,4,"medium",0
0.19,6,"medium",0
0.9,3,"medium",0
0.5,5,"medium",0
0.7,5,"medium",0
0.52,5,"medium",0
0.71,3,"medium",0
0.4,3,"medium",0
0.96,3,"medium",0
0.86,5,"medium",0
0.68,3,"medium",0
0.56,3,"medium",0
0.65,3,"high",0
0.98,5,"low",0
0.18,5,"medium",0
0.66,4,"medium",0
0.14,5,"medium",0
0.94,5,"medium",0
0.56,3,"low",0
0.56,5,"low",0
0.59,5,"low",0
0.63,4,"low",0
0.97,5,"low",0
0.76,5,"low",0
0.85,4,"low",0
0.23,5,"low",0
0.68,3,"low",0
0.71,3,"low",0
0.5,3,"low",0
0.61,3,"low",0
0.99,3,"low",0
0.97,5,"low",0
0.82,5,"low",0
0.72,5,"low",0
0.53,3,"low",0
0.55,4,"low",0
0.52,4,"low",0
0.8,5,"low",0
0.51,4,"low",0
0.66,4,"medium",0
0.56,2,"medium",0
0.5,3,"medium",0
0.94,3,"medium",0
0.42,4,"medium",0
0.6,3,"medium",0
0.55,4,"medium",0
0.76,3,"medium",0
0.84,3,"medium",0
0.33,4,"medium",0
0.61,3,"medium",0
0.91,5,"medium",0
0.73,4,"high",0
0.87,4,"low",0
0.38,2,"medium",0
0.8,4,"medium",0
0.69,5,"medium",0
0.99,5,"medium",0
0.92,5,"low",0
0.6,3,"low",0
0.89,3,"low",0
0.91,3,"low",0
0.35,3,"low",0
0.88,5,"low",0
0.66,3,"low",0
0.21,4,"low",0
0.78,3,"medium",0
0.21,4,"medium",0
0.64,3,"medium",0
0.68,4,"medium",0
0.99,4,"medium",0
0.85,4,"medium",0
0.86,3,"medium",0
0.89,3,"medium",0
0.49,4,"medium",0
0.76,4,"medium",0
0.79,3,"medium",0
0.89,4,"medium",0
0.34,3,"medium",0
0.81,3,"medium",0
0.96,3,"medium",0
0.7,3,"medium",0
0.92,4,"medium",0
0.5,4,"medium",0
0.75,2,"medium",0
0.42,2,"medium",0
0.29,6,"medium",0
0.91,3,"medium",0
0.55,4,"medium",0
0.57,4,"medium",0
0.27,3,"medium",0
0.7,6,"high",0
0.63,4,"high",0
0.97,5,"high",0
0.28,3,"high",0
0.7,3,"high",0
0.83,4,"high",0
0.22,4,"high",0
0.55,3,"high",0
0.33,3,"high",0
0.5,4,"high",0
0.93,5,"high",0
0.77,3,"high",0
0.93,5,"low",0
0.72,4,"low",0
0.78,3,"low",0
0.55,4,"low",0
0.39,3,"low",0
0.67,3,"low",0
0.61,3,"low",0
0.6,6,"low",0
0.48,4,"low",0
0.75,4,"low",0
0.87,4,"low",0
0.51,4,"low",0
0.63,4,"low",0
0.6,3,"low",0
0.7,3,"low",0
0.5,2,"medium",0
0.59,2,"medium",0
0.52,6,"medium",0
0.55,3,"medium",0
0.81,5,"medium",0
0.94,4,"medium",0
0.98,3,"medium",0
0.83,4,"medium",0
0.93,3,"medium",0
0.99,3,"medium",0
0.55,4,"medium",0
0.96,3,"medium",0
0.28,3,"high",0
0.97,6,"high",0
0.8,3,"high",0
0.75,2,"high",0
0.89,3,"high",0
0.6,5,"high",0
0.73,3,"high",0
0.88,4,"high",0
0.5,3,"low",0
0.53,5,"low",0
0.95,6,"low",0
0.94,5,"low",0
0.49,3,"low",0
0.59,3,"low",0
0.51,3,"low",0
0.66,4,"low",0
0.76,4,"medium",0
0.12,3,"medium",0
0.84,3,"medium",0
0.94,3,"medium",0
0.63,4,"medium",0
0.79,4,"medium",0
0.85,3,"medium",0
0.74,3,"medium",0
0.23,6,"medium",0
0.62,4,"medium",0
0.36,6,"medium",0
0.7,4,"medium",0
0.57,5,"medium",0
0.83,3,"medium",0
0.71,3,"medium",0
0.23,6,"medium",0
0.59,4,"medium",0
0.69,2,"medium",0
0.63,5,"medium",0
0.9,6,"medium",0
0.31,4,"medium",0
0.92,3,"medium",0
0.96,4,"medium",0
0.66,6,"high",0
0.48,4,"low",0
0.15,3,"medium",0
0.59,3,"medium",0
0.66,6,"medium",0
0.69,5,"medium",0
0.65,4,"medium",0
0.58,5,"medium",0
0.72,4,"medium",0
0.65,5,"medium",0
0.63,5,"medium",0
0.55,3,"medium",0
0.74,4,"low",0
0.58,4,"low",0
0.71,4,"low",0
0.83,5,"low",0
0.63,3,"low",0
0.56,3,"low",0
0.88,3,"low",0
0.82,3,"high",0
0.69,3,"low",0
0.57,3,"high",0
0.75,3,"high",0
0.6,4,"low",0
0.96,3,"low",0
0.75,4,"high",0
1,6,"low",0
0.92,4,"medium",0
0.84,5,"high",0
0.82,4,"medium",0
0.74,3,"medium",0
0.21,2,"medium",0
0.62,5,"medium",0
0.54,3,"high",0
0.55,5,"medium",0
0.84,4,"medium",0
0.61,2,"medium",0
0.64,3,"high",0
0.92,3,"medium",0
0.86,3,"high",0
0.6,4,"low",0
0.86,3,"medium",0
0.55,3,"medium",0
0.54,4,"medium",0
0.49,3,"medium",0
0.98,3,"low",0
0.55,5,"low",0
0.64,3,"low",0
0.54,4,"low",0
0.58,3,"low",0
0.57,3,"low",0
0.65,5,"low",0
0.6,3,"low",0
0.59,2,"low",0
0.77,4,"low",0
0.55,5,"high",0
0.5,4,"low",0
0.43,3,"low",0
0.58,3,"low",0
0.66,4,"low",0
0.7,5,"high",0
0.82,4,"low",0
0.49,4,"low",0
0.99,4,"low",0
0.96,3,"high",0
0.7,3,"low",0
0.22,6,"medium",0
0.91,3,"high",0
0.18,5,"medium",0
0.84,4,"high",0
0.66,4,"medium",0
0.49,3,"medium",0
0.88,4,"medium",0
0.69,6,"medium",0
0.83,3,"medium",0
0.56,4,"medium",0
0.95,5,"medium",0
0.56,3,"medium",0
0.93,3,"high",0
0.84,3,"low",0
0.84,3,"medium",0
0.52,4,"medium",0
0.98,4,"medium",0
0.66,5,"medium",0
0.92,5,"medium",0
0.71,5,"medium",0
0.65,4,"medium",0
0.23,4,"medium",0
0.71,3,"medium",0
0.21,4,"high",0
0.7,2,"low",0
0.9,4,"low",0
0.6,5,"low",0
0.58,5,"high",0
0.73,5,"low",0
0.56,4,"low",0
0.97,3,"low",0
0.92,3,"high",0
0.77,3,"low",0
0.97,5,"low",0
0.7,5,"low",0
0.78,4,"low",0
0.77,3,"low",0
0.66,4,"low",0
0.25,6,"low",0
0.89,2,"medium",0
0.15,5,"medium",0
0.26,6,"medium",0
0.74,4,"medium",0
0.52,3,"medium",0
0.95,4,"medium",0
0.66,4,"medium",0
0.79,4,"medium",0
0.98,3,"medium",0
0.4,3,"medium",0
1,3,"medium",0
0.71,3,"medium",0
0.48,3,"high",0
0.76,5,"low",0
0.61,4,"medium",0
0.74,4,"medium",0
0.24,6,"medium",0
0.79,3,"medium",0
0.75,3,"low",0
0.6,4,"low",0
0.72,4,"low",0
1,4,"low",0
0.55,3,"low",0
0.3,2,"low",0
0.89,3,"low",0
0.84,5,"low",0
0.67,4,"low",0
0.15,6,"low",0
0.59,4,"low",0
0.5,4,"low",0
0.23,5,"low",0
0.95,5,"low",0
0.31,2,"low",0
0.47,5,"low",0
0.26,3,"low",0
0.55,6,"low",0
0.89,3,"low",0
0.88,3,"low",0
0.98,5,"low",0
0.96,3,"medium",0
0.85,3,"medium",0
0.96,3,"medium",0
0.85,3,"medium",0
0.59,5,"medium",0
0.51,4,"medium",0
0.5,3,"medium",0
0.53,3,"medium",0
0.44,4,"medium",0
0.99,3,"medium",0
0.73,4,"medium",0
0.51,5,"medium",0
0.5,3,"high",0
0.52,4,"low",0
0.74,5,"medium",0
0.69,2,"medium",0
0.22,5,"medium",0
0.49,4,"medium",0
0.7,5,"low",0
0.68,4,"low",0
0.66,5,"low",0
0.99,4,"low",0
0.88,4,"low",0
0.2,4,"low",0
0.56,2,"low",0
0.68,4,"low",0
0.85,3,"low",0
0.95,4,"low",0
0.6,4,"low",0
0.61,4,"low",0
0.55,4,"low",0
0.64,5,"low",0
0.64,3,"low",0
0.87,4,"low",0
0.2,3,"low",0
0.99,4,"low",0
0.96,2,"low",0
0.53,3,"low",0
0.7,6,"low",0
0.68,6,"medium",0
0.96,4,"medium",0
0.64,4,"medium",0
0.86,5,"medium",0
0.87,3,"medium",0
0.53,4,"medium",0
0.72,4,"medium",0
0.83,4,"medium",0
0.97,5,"medium",0
0.92,3,"medium",0
0.82,6,"medium",0
0.59,4,"medium",0
0.84,5,"high",0
0.71,3,"low",0
0.49,3,"medium",0
0.78,3,"medium",0
0.84,4,"medium",0
0.85,5,"medium",0
0.87,4,"low",0
0.94,5,"low",0
0.82,4,"low",0
0.78,3,"low",0
0.47,4,"low",0
0.5,2,"low",0
0.75,4,"low",0
0.36,3,"low",0
0.91,3,"low",0
0.87,3,"low",0
0.97,3,"low",0
0.71,3,"low",0
0.83,3,"low",0
0.42,3,"low",0
0.53,4,"low",0
0.56,4,"low",0
0.26,5,"low",0
0.53,4,"low",0
0.99,4,"low",0
0.48,3,"low",0
0.91,3,"low",0
0.76,3,"medium",0
0.67,4,"medium",0
0.58,4,"medium",0
0.57,4,"medium",0
0.55,5,"medium",0
0.79,3,"medium",0
0.48,3,"medium",0
0.68,4,"medium",0
0.19,5,"medium",0
0.99,3,"medium",0
0.3,5,"medium",0
0.81,4,"medium",0
0.58,4,"high",0
0.74,3,"low",0
0.59,5,"medium",0
0.46,2,"medium",0
0.58,3,"medium",0
0.77,3,"medium",0
0.79,4,"low",0
0.51,3,"low",0
0.7,3,"low",0
0.84,5,"low",0
0.19,5,"low",0
0.9,4,"low",0
0.19,5,"low",0
0.96,3,"low",0
0.87,3,"low",0
0.5,5,"low",0
0.88,2,"low",0
0.55,3,"low",0
0.89,3,"low",0
0.58,3,"low",0
0.58,5,"low",0
0.34,5,"low",0
0.54,5,"low",0
0.59,4,"low",0
0.88,4,"medium",0
0.72,4,"medium",0
0.79,4,"medium",0
0.51,4,"medium",0
0.84,3,"medium",0
0.95,4,"medium",0
0.58,5,"medium",0
0.69,3,"medium",0
0.17,6,"medium",0
0.81,3,"medium",0
0.41,3,"medium",0
0.12,3,"medium",0
0.71,4,"high",0
0.32,5,"low",0
0.83,5,"medium",0
0.74,4,"medium",0
0.67,4,"medium",0
0.85,3,"medium",0
0.49,4,"low",0
0.7,4,"low",0
0.44,4,"low",0
0.5,5,"low",0
0.63,5,"low",0
0.87,4,"low",0
0.82,4,"low",0
0.97,4,"low",0
0.9,4,"low",0
0.41,6,"low",0
0.58,4,"low",0
0.77,5,"low",0
0.89,4,"low",0
0.64,4,"low",0
0.31,2,"low",0
0.6,4,"low",0
0.2,3,"low",0
0.13,3,"low",0
0.95,3,"low",0
0.15,5,"low",0
0.22,4,"low",0
0.33,2,"medium",0
0.23,4,"medium",0
0.85,4,"medium",0
0.79,3,"medium",0
0.6,4,"medium",0
0.89,5,"medium",0
0.65,3,"medium",0
0.61,4,"medium",0
0.4,5,"medium",0
0.49,3,"medium",0
0.95,3,"medium",0
0.85,5,"medium",0
0.24,4,"high",0
0.85,5,"low",0
0.99,5,"medium",0
0.49,4,"medium",0
0.56,3,"medium",0
0.65,6,"medium",0
0.62,3,"low",0
0.78,4,"low",0
0.54,3,"low",0
0.61,4,"low",0
0.49,6,"low",0
0.29,2,"low",0
0.64,4,"low",0
0.93,4,"low",0
0.16,6,"low",0
0.68,5,"low",0
0.71,2,"low",0
0.62,5,"low",0
0.74,2,"low",0
0.81,3,"low",0
0.2,4,"low",0
0.51,4,"low",0
0.55,4,"low",0
0.45,3,"low",0
0.91,4,"low",0
0.73,6,"low",0
0.98,4,"low",0
0.62,4,"medium",0
0.57,3,"medium",0
0.99,3,"medium",0
0.82,2,"medium",0
0.24,4,"medium",0
0.84,5,"medium",0
0.9,3,"medium",0
0.13,5,"medium",0
0.6,3,"medium",0
0.72,4,"medium",0
0.68,4,"medium",0
0.51,3,"medium",0
0.74,3,"high",0
0.86,3,"low",0
0.85,3,"medium",0
0.63,2,"medium",0
0.74,3,"medium",0
0.6,3,"medium",0
0.69,4,"low",0
0.56,2,"low",0
0.5,2,"low",0
0.84,5,"low",0
0.93,5,"low",0
0.12,5,"low",0
0.52,4,"low",0
0.6,3,"low",0
0.71,3,"medium",0
0.21,5,"medium",0
0.15,3,"medium",0
0.38,2,"medium",0
0.27,3,"medium",0
0.86,4,"medium",0
0.17,6,"medium",0
0.66,3,"medium",0
0.95,3,"medium",0
0.59,5,"medium",0
0.49,5,"medium",0
0.9,5,"medium",0
0.98,3,"medium",0
0.52,4,"medium",0
0.12,3,"medium",0
0.91,5,"medium",0
0.99,4,"medium",0
0.49,4,"medium",0
0.92,4,"medium",0
0.21,3,"medium",0
0.89,3,"medium",0
0.84,4,"medium",0
0.72,3,"medium",0
0.57,3,"medium",0
0.9,4,"medium",0
0.59,2,"high",0
0.97,4,"high",0
0.56,3,"high",0
0.78,4,"high",0
0.64,4,"high",0
0.58,5,"high",0
0.68,3,"high",0
0.82,3,"high",0
0.83,5,"high",0
0.49,2,"high",0
0.57,4,"high",0
0.66,4,"high",0
0.78,2,"low",0
0.55,3,"low",0
0.98,3,"low",0
0.89,4,"low",0
0.67,3,"low",0
1,4,"low",0
0.67,4,"low",0
0.2,2,"low",0
0.71,4,"low",0
0.65,3,"low",0
0.82,4,"low",0
0.48,3,"low",0
0.96,4,"low",0
0.52,3,"low",0
0.24,5,"low",0
0.92,6,"medium",0
0.66,3,"medium",0
0.93,3,"medium",0
0.77,4,"medium",0
0.6,4,"medium",0
0.78,3,"medium",0
0.6,4,"medium",0
0.31,4,"medium",0
0.49,3,"medium",0
0.33,4,"medium",0
0.76,3,"medium",0
0.65,3,"medium",0
0.88,5,"high",0
0.52,5,"high",0
0.48,6,"high",0
0.2,5,"high",0
0.93,3,"high",0
0.55,4,"high",0
0.73,3,"high",0
0.57,3,"high",0
0.63,3,"low",0
0.23,4,"low",0
0.93,3,"low",0
0.78,4,"low",0
0.75,5,"low",0
0.61,3,"low",0
0.36,5,"low",0
0.59,2,"low",0
0.78,4,"medium",0
0.93,5,"medium",0
0.67,4,"medium",0
0.52,4,"medium",0
0.69,5,"medium",0
0.25,5,"medium",0
0.4,3,"medium",0
0.98,5,"medium",0
0.92,4,"medium",0
0.57,3,"medium",0
0.81,4,"medium",0
0.56,5,"medium",0
0.86,5,"medium",0
0.74,4,"medium",0
0.57,3,"medium",0
0.9,3,"medium",0
0.8,3,"medium",0
0.22,4,"medium",0
0.73,4,"medium",0
0.48,3,"medium",0
0.52,3,"medium",0
0.53,4,"medium",0
0.97,4,"medium",0
0.97,3,"high",0
0.54,4,"low",0
0.99,4,"medium",0
0.79,4,"medium",0
0.71,3,"medium",0
0.82,3,"medium",0
0.6,4,"medium",0
0.17,2,"medium",0
0.73,4,"medium",0
0.69,5,"medium",0
0.86,4,"medium",0
0.67,5,"medium",0
0.25,6,"low",0
0.65,3,"low",0
0.81,3,"low",0
0.58,4,"low",0
0.14,4,"low",0
0.15,2,"low",0
0.98,3,"low",0
0.91,4,"high",0
0.86,4,"low",0
0.56,3,"high",0
0.58,4,"high",0
0.54,2,"low",0
0.59,5,"low",0
0.92,3,"high",0
0.82,4,"low",0
0.86,5,"medium",0
0.66,5,"high",0
0.85,3,"medium",0
0.8,3,"medium",0
0.99,3,"medium",0
0.25,3,"medium",0
0.93,4,"high",0
0.5,5,"medium",0
0.68,4,"medium",0
0.62,3,"medium",0
0.99,4,"high",0
0.93,3,"medium",0
0.2,3,"high",0
0.58,4,"low",0
0.94,4,"medium",0
0.18,4,"medium",0
0.18,3,"medium",0
0.7,5,"medium",0
0.93,5,"low",0
0.5,4,"low",0
0.54,3,"low",0
0.74,4,"low",0
0.66,3,"low",0
0.61,3,"low",0
0.74,3,"low",0
0.48,4,"low",0
0.65,3,"low",0
0.94,2,"low",0
0.91,4,"high",0
0.87,3,"low",0
0.23,5,"low",0
0.4,4,"low",0
0.68,3,"low",0
0.95,3,"high",0
0.63,4,"low",0
0.47,4,"low",0
