"flight","airline","source_city","destination_city","days_left","price"
"6E-5328","Indigo","Delhi","Mumbai",49,29.43
"6E-171","Indigo","Delhi","Mumbai",49,35.01
"6E-2176","Indigo","Delhi","Mumbai",49,35.01
"6E-864","Indigo","Delhi","Mumbai",49,35.01
"6E-2046","Indigo","Delhi","Mumbai",49,35.01
"UK-994","Vistara","Mumbai","Delhi",1,58.29
"UK-910","Vistara","Mumbai","Delhi",1,59.32
"G8-339","GO_FIRST","Mumbai","Delhi",1,58.28
"6E-6004","Indigo","Mumbai","Delhi",1,58.29
"6E-2077","Indigo","Mumbai","Delhi",1,58.29
"AI-888","Air_India","Mumbai","Delhi",1,58.29
"AI-867","Air_India","Mumbai","Delhi",1,58.29
"AI-660","Air_India","Mumbai","Delhi",1,58.29
"UK-958","Vistara","Mumbai","Delhi",1,62.41
"UK-960","Vistara","Mumbai","Delhi",1,62.41
"SG-8710","SpiceJet","Mumbai","Delhi",1,59.32
"SG-8158","SpiceJet","Mumbai","Delhi",1,59.32
"6E-416","Indigo","Mumbai","Delhi",1,62.41
"UK-940","Vistara","Mumbai","Delhi",1,73.73
"UK-944","Vistara","Mumbai","Delhi",1,73.73
"6E-168","Indigo","Mumbai","Delhi",1,78.88
"UK-996","Vistara","Mumbai","Delhi",1,94.33
"6E-6201","Indigo","Mumbai","Delhi",1,107.72
"UK-988","Vistara","Mumbai","Delhi",1,125.23
"6E-574","Indigo","Mumbai","Delhi",1,154.06
"SG-8710","SpiceJet","Mumbai","Delhi",2,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",2,58.29
"UK-988","Vistara","Mumbai","Delhi",2,58.29
"UK-910","Vistara","Mumbai","Delhi",2,58.29
"UK-996","Vistara","Mumbai","Delhi",2,58.29
"UK-940","Vistara","Mumbai","Delhi",2,58.29
"G8-329","GO_FIRST","Mumbai","Delhi",2,58.28
"G8-327","GO_FIRST","Mumbai","Delhi",2,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",2,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",2,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",2,58.28
"6E-574","Indigo","Mumbai","Delhi",2,58.29
"6E-6721","Indigo","Mumbai","Delhi",2,58.29
"6E-416","Indigo","Mumbai","Delhi",2,58.29
"6E-6004","Indigo","Mumbai","Delhi",2,58.29
"AI-806","Air_India","Mumbai","Delhi",2,58.29
"AI-809","Air_India","Mumbai","Delhi",2,58.29
"AI-888","Air_India","Mumbai","Delhi",2,58.29
"AI-867","Air_India","Mumbai","Delhi",2,58.29
"AI-660","Air_India","Mumbai","Delhi",2,58.29
"6E-2047","Indigo","Mumbai","Delhi",2,60.35
"SG-8152","SpiceJet","Mumbai","Delhi",2,61.38
"UK-960","Vistara","Mumbai","Delhi",2,65.5
"UK-970","Vistara","Mumbai","Delhi",2,65.5
"I5-767","AirAsia","Mumbai","Delhi",2,62.15
"SG-8702","SpiceJet","Mumbai","Delhi",2,63.44
"UK-928","Vistara","Mumbai","Delhi",2,68.59
"6E-2077","Indigo","Mumbai","Delhi",2,66.53
"UK-958","Vistara","Mumbai","Delhi",2,73.73
"UK-994","Vistara","Mumbai","Delhi",2,73.73
"6E-168","Indigo","Mumbai","Delhi",2,81.97
"UK-944","Vistara","Mumbai","Delhi",2,86.09
"SG-8710","SpiceJet","Mumbai","Delhi",3,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",3,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",3,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",3,58.29
"UK-928","Vistara","Mumbai","Delhi",3,58.29
"UK-988","Vistara","Mumbai","Delhi",3,58.29
"UK-960","Vistara","Mumbai","Delhi",3,58.29
"UK-910","Vistara","Mumbai","Delhi",3,58.29
"UK-996","Vistara","Mumbai","Delhi",3,58.29
"UK-940","Vistara","Mumbai","Delhi",3,58.29
"UK-970","Vistara","Mumbai","Delhi",3,58.29
"UK-994","Vistara","Mumbai","Delhi",3,59.32
"G8-329","GO_FIRST","Mumbai","Delhi",3,58.28
"G8-327","GO_FIRST","Mumbai","Delhi",3,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",3,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",3,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",3,58.28
"6E-574","Indigo","Mumbai","Delhi",3,58.29
"6E-6201","Indigo","Mumbai","Delhi",3,58.29
"6E-416","Indigo","Mumbai","Delhi",3,58.29
"6E-6004","Indigo","Mumbai","Delhi",3,58.29
"6E-2172","Indigo","Mumbai","Delhi",3,58.29
"6E-5017","Indigo","Mumbai","Delhi",3,58.29
"6E-2077","Indigo","Mumbai","Delhi",3,58.29
"6E-2047","Indigo","Mumbai","Delhi",3,58.29
"6E-168","Indigo","Mumbai","Delhi",3,58.29
"AI-806","Air_India","Mumbai","Delhi",3,58.29
"AI-809","Air_India","Mumbai","Delhi",3,58.29
"AI-687","Air_India","Mumbai","Delhi",3,58.29
"AI-888","Air_India","Mumbai","Delhi",3,58.29
"AI-867","Air_India","Mumbai","Delhi",3,58.29
"AI-660","Air_India","Mumbai","Delhi",3,58.29
"UK-958","Vistara","Mumbai","Delhi",3,62.41
"G8-391","GO_FIRST","Mumbai","Delhi",3,63.95
"UK-944","Vistara","Mumbai","Delhi",3,73.73
"I5-767","AirAsia","Mumbai","Delhi",3,72.45
"SG-8710","SpiceJet","Mumbai","Delhi",4,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",4,58.29
"SG-1090","SpiceJet","Mumbai","Delhi",4,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",4,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",4,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",4,58.29
"UK-958","Vistara","Mumbai","Delhi",4,58.29
"UK-988","Vistara","Mumbai","Delhi",4,58.29
"UK-960","Vistara","Mumbai","Delhi",4,58.29
"UK-910","Vistara","Mumbai","Delhi",4,58.29
"UK-996","Vistara","Mumbai","Delhi",4,58.29
"UK-940","Vistara","Mumbai","Delhi",4,58.29
"UK-994","Vistara","Mumbai","Delhi",4,58.29
"UK-944","Vistara","Mumbai","Delhi",4,58.29
"G8-329","GO_FIRST","Mumbai","Delhi",4,58.28
"G8-327","GO_FIRST","Mumbai","Delhi",4,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",4,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",4,58.28
"G8-391","GO_FIRST","Mumbai","Delhi",4,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",4,58.28
"6E-574","Indigo","Mumbai","Delhi",4,58.29
"6E-6721","Indigo","Mumbai","Delhi",4,58.29
"6E-416","Indigo","Mumbai","Delhi",4,58.29
"6E-6004","Indigo","Mumbai","Delhi",4,58.29
"6E-2172","Indigo","Mumbai","Delhi",4,58.29
"6E-5017","Indigo","Mumbai","Delhi",4,58.29
"6E-2077","Indigo","Mumbai","Delhi",4,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",4,58.29
"6E-168","Indigo","Mumbai","Delhi",4,58.29
"AI-687","Air_India","Mumbai","Delhi",4,58.29
"AI-888","Air_India","Mumbai","Delhi",4,58.29
"AI-867","Air_India","Mumbai","Delhi",4,58.29
"AI-660","Air_India","Mumbai","Delhi",4,58.29
"6E-2047","Indigo","Mumbai","Delhi",4,60.35
"6E-6201","Indigo","Mumbai","Delhi",4,62.41
"UK-970","Vistara","Mumbai","Delhi",4,73.73
"I5-767","AirAsia","Mumbai","Delhi",4,78.63
"UK-928","Vistara","Mumbai","Delhi",4,87.12
"SG-8710","SpiceJet","Mumbai","Delhi",5,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",5,58.29
"SG-1059","SpiceJet","Mumbai","Delhi",5,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",5,58.29
"SG-1090","SpiceJet","Mumbai","Delhi",5,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",5,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",5,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",5,58.29
"UK-954","Vistara","Mumbai","Delhi",5,58.29
"UK-928","Vistara","Mumbai","Delhi",5,58.29
"UK-958","Vistara","Mumbai","Delhi",5,58.29
"UK-988","Vistara","Mumbai","Delhi",5,58.29
"UK-930","Vistara","Mumbai","Delhi",5,58.29
"UK-960","Vistara","Mumbai","Delhi",5,58.29
"UK-910","Vistara","Mumbai","Delhi",5,58.29
"UK-996","Vistara","Mumbai","Delhi",5,58.29
"UK-940","Vistara","Mumbai","Delhi",5,58.29
"UK-986","Vistara","Mumbai","Delhi",5,58.29
"UK-950","Vistara","Mumbai","Delhi",5,58.29
"UK-902","Vistara","Mumbai","Delhi",5,58.29
"G8-329","GO_FIRST","Mumbai","Delhi",5,58.28
"G8-327","GO_FIRST","Mumbai","Delhi",5,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",5,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",5,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",5,58.28
"6E-574","Indigo","Mumbai","Delhi",5,58.29
"6E-6721","Indigo","Mumbai","Delhi",5,58.29
"6E-416","Indigo","Mumbai","Delhi",5,58.29
"6E-6004","Indigo","Mumbai","Delhi",5,58.29
"6E-2172","Indigo","Mumbai","Delhi",5,58.29
"6E-2047","Indigo","Mumbai","Delhi",5,58.29
"6E-168","Indigo","Mumbai","Delhi",5,58.29
"AI-806","Air_India","Mumbai","Delhi",5,58.29
"AI-809","Air_India","Mumbai","Delhi",5,58.29
"AI-687","Air_India","Mumbai","Delhi",5,58.29
"AI-867","Air_India","Mumbai","Delhi",5,58.29
"AI-660","Air_India","Mumbai","Delhi",5,58.29
"UK-970","Vistara","Mumbai","Delhi",5,62.41
"UK-944","Vistara","Mumbai","Delhi",5,62.41
"6E-6201","Indigo","Mumbai","Delhi",5,60.35
"6E-5017","Indigo","Mumbai","Delhi",5,60.35
"AI-888","Air_India","Mumbai","Delhi",5,62.41
"6E-2077","Indigo","Mumbai","Delhi",5,63.96
"UK-994","Vistara","Mumbai","Delhi",5,73.73
"I5-767","AirAsia","Mumbai","Delhi",5,72.45
"G8-391","GO_FIRST","Mumbai","Delhi",5,75.79
"SG-8710","SpiceJet","Mumbai","Delhi",6,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",6,58.29
"SG-1059","SpiceJet","Mumbai","Delhi",6,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",6,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",6,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",6,58.29
"UK-954","Vistara","Mumbai","Delhi",6,58.29
"UK-928","Vistara","Mumbai","Delhi",6,58.29
"UK-958","Vistara","Mumbai","Delhi",6,58.29
"UK-988","Vistara","Mumbai","Delhi",6,58.29
"UK-930","Vistara","Mumbai","Delhi",6,58.29
"UK-960","Vistara","Mumbai","Delhi",6,58.29
"UK-910","Vistara","Mumbai","Delhi",6,58.29
"UK-986","Vistara","Mumbai","Delhi",6,58.29
"UK-944","Vistara","Mumbai","Delhi",6,58.29
"UK-950","Vistara","Mumbai","Delhi",6,58.29
"UK-902","Vistara","Mumbai","Delhi",6,58.29
"G8-329","GO_FIRST","Mumbai","Delhi",6,58.28
"G8-327","GO_FIRST","Mumbai","Delhi",6,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",6,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",6,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",6,58.28
"6E-574","Indigo","Mumbai","Delhi",6,58.29
"6E-6721","Indigo","Mumbai","Delhi",6,58.29
"6E-416","Indigo","Mumbai","Delhi",6,58.29
"6E-6004","Indigo","Mumbai","Delhi",6,58.29
"6E-2518","Indigo","Mumbai","Delhi",6,58.29
"6E-2172","Indigo","Mumbai","Delhi",6,58.29
"6E-2077","Indigo","Mumbai","Delhi",6,58.29
"6E-168","Indigo","Mumbai","Delhi",6,58.29
"AI-806","Air_India","Mumbai","Delhi",6,58.29
"AI-809","Air_India","Mumbai","Delhi",6,58.29
"AI-687","Air_India","Mumbai","Delhi",6,58.29
"AI-888","Air_India","Mumbai","Delhi",6,58.29
"AI-867","Air_India","Mumbai","Delhi",6,58.29
"AI-660","Air_India","Mumbai","Delhi",6,58.29
"UK-996","Vistara","Mumbai","Delhi",6,62.41
"UK-940","Vistara","Mumbai","Delhi",6,62.41
"UK-994","Vistara","Mumbai","Delhi",6,62.41
"6E-5017","Indigo","Mumbai","Delhi",6,60.35
"6E-2047","Indigo","Mumbai","Delhi",6,60.35
"G8-391","GO_FIRST","Mumbai","Delhi",6,63.95
"6E-6201","Indigo","Mumbai","Delhi",6,63.96
"SG-8702","SpiceJet","Mumbai","Delhi",6,66.52
"UK-970","Vistara","Mumbai","Delhi",6,73.73
"I5-767","AirAsia","Mumbai","Delhi",6,154.06
"SG-8710","SpiceJet","Mumbai","Delhi",7,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",7,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",7,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",7,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",7,58.29
"UK-954","Vistara","Mumbai","Delhi",7,58.29
"UK-958","Vistara","Mumbai","Delhi",7,58.29
"UK-988","Vistara","Mumbai","Delhi",7,58.29
"UK-930","Vistara","Mumbai","Delhi",7,58.29
"UK-960","Vistara","Mumbai","Delhi",7,58.29
"UK-910","Vistara","Mumbai","Delhi",7,58.29
"UK-986","Vistara","Mumbai","Delhi",7,58.29
"UK-944","Vistara","Mumbai","Delhi",7,58.29
"UK-950","Vistara","Mumbai","Delhi",7,58.29
"UK-902","Vistara","Mumbai","Delhi",7,58.29
"G8-329","GO_FIRST","Mumbai","Delhi",7,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",7,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",7,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",7,58.28
"6E-574","Indigo","Mumbai","Delhi",7,58.29
"6E-416","Indigo","Mumbai","Delhi",7,58.29
"6E-6004","Indigo","Mumbai","Delhi",7,58.29
"6E-2518","Indigo","Mumbai","Delhi",7,58.29
"6E-2172","Indigo","Mumbai","Delhi",7,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",7,58.29
"AI-864","Air_India","Mumbai","Delhi",7,58.29
"AI-806","Air_India","Mumbai","Delhi",7,58.29
"AI-809","Air_India","Mumbai","Delhi",7,58.29
"AI-687","Air_India","Mumbai","Delhi",7,58.29
"AI-888","Air_India","Mumbai","Delhi",7,58.29
"AI-867","Air_India","Mumbai","Delhi",7,58.29
"AI-660","Air_India","Mumbai","Delhi",7,58.29
"UK-996","Vistara","Mumbai","Delhi",7,62.41
"UK-994","Vistara","Mumbai","Delhi",7,62.41
"6E-5017","Indigo","Mumbai","Delhi",7,60.35
"6E-168","Indigo","Mumbai","Delhi",7,60.35
"UK-928","Vistara","Mumbai","Delhi",7,65.5
"UK-940","Vistara","Mumbai","Delhi",7,65.5
"UK-970","Vistara","Mumbai","Delhi",7,65.5
"G8-327","GO_FIRST","Mumbai","Delhi",7,63.95
"G8-391","GO_FIRST","Mumbai","Delhi",7,63.95
"6E-6201","Indigo","Mumbai","Delhi",7,63.96
"6E-6721","Indigo","Mumbai","Delhi",7,63.96
"6E-2077","Indigo","Mumbai","Delhi",7,63.96
"6E-2047","Indigo","Mumbai","Delhi",7,63.96
"I5-767","AirAsia","Mumbai","Delhi",7,72.45
"SG-8710","SpiceJet","Mumbai","Delhi",8,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",8,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",8,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",8,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",8,58.29
"UK-954","Vistara","Mumbai","Delhi",8,58.29
"UK-928","Vistara","Mumbai","Delhi",8,58.29
"UK-958","Vistara","Mumbai","Delhi",8,58.29
"UK-988","Vistara","Mumbai","Delhi",8,58.29
"UK-930","Vistara","Mumbai","Delhi",8,58.29
"UK-960","Vistara","Mumbai","Delhi",8,58.29
"UK-910","Vistara","Mumbai","Delhi",8,58.29
"UK-940","Vistara","Mumbai","Delhi",8,58.29
"UK-986","Vistara","Mumbai","Delhi",8,58.29
"UK-970","Vistara","Mumbai","Delhi",8,58.29
"UK-944","Vistara","Mumbai","Delhi",8,58.29
"UK-950","Vistara","Mumbai","Delhi",8,58.29
"UK-902","Vistara","Mumbai","Delhi",8,58.29
"UK-994","Vistara","Mumbai","Delhi",8,59.32
"G8-327","GO_FIRST","Mumbai","Delhi",8,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",8,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",8,58.28
"6E-6721","Indigo","Mumbai","Delhi",8,58.29
"6E-6004","Indigo","Mumbai","Delhi",8,58.29
"6E-2518","Indigo","Mumbai","Delhi",8,58.29
"6E-2172","Indigo","Mumbai","Delhi",8,58.29
"6E-168","Indigo","Mumbai","Delhi",8,58.29
"AI-864","Air_India","Mumbai","Delhi",8,58.29
"AI-806","Air_India","Mumbai","Delhi",8,58.29
"AI-809","Air_India","Mumbai","Delhi",8,58.29
"AI-687","Air_India","Mumbai","Delhi",8,58.29
"AI-888","Air_India","Mumbai","Delhi",8,58.29
"AI-867","Air_India","Mumbai","Delhi",8,58.29
"AI-660","Air_India","Mumbai","Delhi",8,58.29
"6E-574","Indigo","Mumbai","Delhi",8,60.35
"6E-6201","Indigo","Mumbai","Delhi",8,60.35
"6E-416","Indigo","Mumbai","Delhi",8,60.35
"6E-2047","Indigo","Mumbai","Delhi",8,60.35
"UK-996","Vistara","Mumbai","Delhi",8,65.5
"G8-329","GO_FIRST","Mumbai","Delhi",8,63.95
"G8-391","GO_FIRST","Mumbai","Delhi",8,63.95
"G8-322","GO_FIRST","Mumbai","Delhi",8,63.95
"6E-5017","Indigo","Mumbai","Delhi",8,63.96
"6E-2077","Indigo","Mumbai","Delhi",8,63.96
"SG-8710","SpiceJet","Mumbai","Delhi",9,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",9,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",9,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",9,58.29
"I5-330","AirAsia","Mumbai","Delhi",9,58.3
"UK-954","Vistara","Mumbai","Delhi",9,58.29
"UK-958","Vistara","Mumbai","Delhi",9,58.29
"UK-988","Vistara","Mumbai","Delhi",9,58.29
"UK-930","Vistara","Mumbai","Delhi",9,58.29
"UK-960","Vistara","Mumbai","Delhi",9,58.29
"UK-910","Vistara","Mumbai","Delhi",9,58.29
"UK-996","Vistara","Mumbai","Delhi",9,58.29
"UK-940","Vistara","Mumbai","Delhi",9,58.29
"UK-986","Vistara","Mumbai","Delhi",9,58.29
"UK-944","Vistara","Mumbai","Delhi",9,58.29
"UK-950","Vistara","Mumbai","Delhi",9,58.29
"UK-902","Vistara","Mumbai","Delhi",9,58.29
"UK-928","Vistara","Mumbai","Delhi",9,59.32
"G8-327","GO_FIRST","Mumbai","Delhi",9,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",9,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",9,58.28
"6E-574","Indigo","Mumbai","Delhi",9,58.29
"6E-6721","Indigo","Mumbai","Delhi",9,58.29
"6E-6004","Indigo","Mumbai","Delhi",9,58.29
"6E-2518","Indigo","Mumbai","Delhi",9,58.29
"6E-2172","Indigo","Mumbai","Delhi",9,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",9,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",9,58.29
"AI-864","Air_India","Mumbai","Delhi",9,58.29
"AI-806","Air_India","Mumbai","Delhi",9,58.29
"AI-809","Air_India","Mumbai","Delhi",9,58.29
"AI-687","Air_India","Mumbai","Delhi",9,58.29
"AI-888","Air_India","Mumbai","Delhi",9,58.29
"AI-867","Air_India","Mumbai","Delhi",9,58.29
"AI-660","Air_India","Mumbai","Delhi",9,58.29
"UK-970","Vistara","Mumbai","Delhi",9,62.41
"UK-994","Vistara","Mumbai","Delhi",9,62.41
"6E-416","Indigo","Mumbai","Delhi",9,60.35
"6E-5017","Indigo","Mumbai","Delhi",9,60.35
"6E-168","Indigo","Mumbai","Delhi",9,60.35
"G8-329","GO_FIRST","Mumbai","Delhi",9,63.95
"G8-319","GO_FIRST","Mumbai","Delhi",9,63.95
"6E-6201","Indigo","Mumbai","Delhi",9,63.96
"6E-2077","Indigo","Mumbai","Delhi",9,69.62
"6E-2047","Indigo","Mumbai","Delhi",9,69.62
"I5-767","AirAsia","Mumbai","Delhi",9,78.63
"SG-8710","SpiceJet","Mumbai","Delhi",10,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",10,58.29
"SG-1059","SpiceJet","Mumbai","Delhi",10,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",10,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",10,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",10,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",10,58.29
"I5-330","AirAsia","Mumbai","Delhi",10,58.3
"UK-928","Vistara","Mumbai","Delhi",10,58.29
"UK-988","Vistara","Mumbai","Delhi",10,58.29
"UK-930","Vistara","Mumbai","Delhi",10,58.29
"UK-960","Vistara","Mumbai","Delhi",10,58.29
"UK-910","Vistara","Mumbai","Delhi",10,58.29
"UK-940","Vistara","Mumbai","Delhi",10,58.29
"UK-986","Vistara","Mumbai","Delhi",10,58.29
"UK-970","Vistara","Mumbai","Delhi",10,58.29
"UK-994","Vistara","Mumbai","Delhi",10,58.29
"UK-950","Vistara","Mumbai","Delhi",10,58.29
"UK-958","Vistara","Mumbai","Delhi",10,59.32
"G8-327","GO_FIRST","Mumbai","Delhi",10,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",10,58.28
"6E-6721","Indigo","Mumbai","Delhi",10,58.29
"6E-2518","Indigo","Mumbai","Delhi",10,58.29
"6E-248","Indigo","Mumbai","Delhi",10,58.29
"6E-2172","Indigo","Mumbai","Delhi",10,58.29
"AI-864","Air_India","Mumbai","Delhi",10,58.29
"AI-806","Air_India","Mumbai","Delhi",10,58.29
"AI-809","Air_India","Mumbai","Delhi",10,58.29
"AI-687","Air_India","Mumbai","Delhi",10,58.29
"AI-888","Air_India","Mumbai","Delhi",10,58.29
"AI-867","Air_India","Mumbai","Delhi",10,58.29
"AI-660","Air_India","Mumbai","Delhi",10,58.29
"6E-574","Indigo","Mumbai","Delhi",10,60.35
"6E-6201","Indigo","Mumbai","Delhi",10,60.35
"6E-6004","Indigo","Mumbai","Delhi",10,60.35
"6E-5017","Indigo","Mumbai","Delhi",10,60.35
"6E-2047","Indigo","Mumbai","Delhi",10,60.35
"6E-168","Indigo","Mumbai","Delhi",10,60.35
"UK-996","Vistara","Mumbai","Delhi",10,65.5
"G8-329","GO_FIRST","Mumbai","Delhi",10,63.95
"G8-339","GO_FIRST","Mumbai","Delhi",10,63.95
"G8-322","GO_FIRST","Mumbai","Delhi",10,63.95
"6E-416","Indigo","Mumbai","Delhi",10,63.96
"UK-902","Vistara","Mumbai","Delhi",10,68.59
"I5-767","AirAsia","Mumbai","Delhi",10,68.33
"UK-944","Vistara","Mumbai","Delhi",10,73.73
"6E-2077","Indigo","Mumbai","Delhi",10,76.82
"SG-8710","SpiceJet","Mumbai","Delhi",11,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",11,58.29
"SG-1059","SpiceJet","Mumbai","Delhi",11,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",11,58.29
"SG-1090","SpiceJet","Mumbai","Delhi",11,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",11,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",11,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",11,58.29
"I5-330","AirAsia","Mumbai","Delhi",11,58.3
"UK-958","Vistara","Mumbai","Delhi",11,58.29
"UK-988","Vistara","Mumbai","Delhi",11,58.29
"UK-960","Vistara","Mumbai","Delhi",11,58.29
"UK-910","Vistara","Mumbai","Delhi",11,58.29
"UK-996","Vistara","Mumbai","Delhi",11,58.29
"UK-940","Vistara","Mumbai","Delhi",11,58.29
"UK-986","Vistara","Mumbai","Delhi",11,58.29
"UK-944","Vistara","Mumbai","Delhi",11,58.29
"UK-950","Vistara","Mumbai","Delhi",11,58.29
"UK-902","Vistara","Mumbai","Delhi",11,58.29
"UK-954","Vistara","Mumbai","Delhi",11,59.32
"UK-928","Vistara","Mumbai","Delhi",11,59.32
"UK-970","Vistara","Mumbai","Delhi",11,59.32
"G8-7536","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-7537","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-7538","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-329","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-327","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-339","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-341","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-345","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-319","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-321","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-391","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-322","GO_FIRST","Mumbai","Delhi",11,58.28
"G8-2508","GO_FIRST","Mumbai","Delhi",11,58.28
"6E-574","Indigo","Mumbai","Delhi",11,58.29
"6E-5013","Indigo","Mumbai","Delhi",11,58.29
"6E-6721","Indigo","Mumbai","Delhi",11,58.29
"6E-6004","Indigo","Mumbai","Delhi",11,58.29
"6E-2518","Indigo","Mumbai","Delhi",11,58.29
"6E-248","Indigo","Mumbai","Delhi",11,58.29
"6E-2172","Indigo","Mumbai","Delhi",11,58.29
"6E-5017","Indigo","Mumbai","Delhi",11,58.29
"AI-864","Air_India","Mumbai","Delhi",11,58.29
"AI-806","Air_India","Mumbai","Delhi",11,58.29
"AI-809","Air_India","Mumbai","Delhi",11,58.29
"AI-687","Air_India","Mumbai","Delhi",11,58.29
"AI-888","Air_India","Mumbai","Delhi",11,58.29
"AI-867","Air_India","Mumbai","Delhi",11,58.29
"AI-660","Air_India","Mumbai","Delhi",11,58.29
"UK-930","Vistara","Mumbai","Delhi",11,62.41
"UK-994","Vistara","Mumbai","Delhi",11,62.41
"6E-416","Indigo","Mumbai","Delhi",11,60.35
"6E-2077","Indigo","Mumbai","Delhi",11,60.35
"6E-2047","Indigo","Mumbai","Delhi",11,60.35
"6E-168","Indigo","Mumbai","Delhi",11,60.35
"6E-6201","Indigo","Mumbai","Delhi",11,63.96
"I5-767","AirAsia","Mumbai","Delhi",11,64.21
"SG-8710","SpiceJet","Mumbai","Delhi",12,58.29
"SG-1092","SpiceJet","Mumbai","Delhi",12,58.29
"SG-1059","SpiceJet","Mumbai","Delhi",12,58.29
"SG-8152","SpiceJet","Mumbai","Delhi",12,58.29
"SG-1090","SpiceJet","Mumbai","Delhi",12,58.29
"SG-8702","SpiceJet","Mumbai","Delhi",12,58.29
"SG-1062","SpiceJet","Mumbai","Delhi",12,58.29
"SG-8158","SpiceJet","Mumbai","Delhi",12,58.29
"I5-330","AirAsia","Mumbai","Delhi",12,58.3
"UK-954","Vistara","Mumbai","Delhi",12,58.29
"UK-928","Vistara","Mumbai","Delhi",12,58.29
"UK-958","Vistara","Mumbai","Delhi",12,58.29
"UK-988","Vistara","Mumbai","Delhi",12,58.29
"UK-930","Vistara","Mumbai","Delhi",12,58.29
"UK-960","Vistara","Mumbai","Delhi",12,58.29
"UK-910","Vistara","Mumbai","Delhi",12,58.29
"UK-996","Vistara","Mumbai","Delhi",12,58.29
