"earnings","height","weight"
84054.75,178,72.6
84054.75,170,86.2
23362.873046875,183,94.3
84054.75,180,77.1
84054.75,180,77.1
49430.109375,185,88.5
23362.873046875,180,106.6
84054.75,168,74.8
84054.75,180,108.9
84054.75,193,98.9
38925.3359375,178,90.7
84054.75,175,95.3
49430.109375,188,90.7
23362.873046875,178,81.6
84054.75,175,72.6
84054.75,175,77.1
84054.75,175,68
44152.16015625,183,83.9
28560.38671875,183,70.3
44152.16015625,185,102.1
20305.509765625,190,81.6
44152.16015625,180,77.1
23362.873046875,180,63.5
33712.96875,180,79.4
49430.109375,190,120.2
15081.9755859375,185,72.6
84054.75,180,111.1
33712.96875,180,77.1
84054.75,183,106.6
11953.455078125,183,95.3
84054.75,173,81.6
84054.75,185,72.6
84054.75,183,78.9
33712.96875,175,77.1
84054.75,185,74.8
44152.16015625,175,72.6
84054.75,180,83
84054.75,175,81.6
84054.75,185,89.4
84054.75,173,64.4
44152.16015625,188,108.9
49430.109375,173,71.7
33712.96875,190,90.7
23362.873046875,170,59
28560.38671875,190,81.6
28560.38671875,183,88.5
28560.38671875,175,86.2
44152.16015625,175,72.6
38925.3359375,173,136.1
49430.109375,183,87.1
84054.75,173,65.8
33712.96875,178,90.7
49430.109375,180,72.6
84054.75,173,66.7
84054.75,183,97.5
44152.16015625,168,83.9
19237.1953125,193,70.3
20305.509765625,168,72.6
49430.109375,180,81.6
84054.75,163,59
23362.873046875,178,79.4
49430.109375,170,68
44152.16015625,180,79.4
33712.96875,178,77.1
44152.16015625,188,81.6
84054.75,180,79.4
38925.3359375,185,88.5
49430.109375,188,70.3
84054.75,183,108.9
84054.75,183,81.6
84054.75,173,70.3
28560.38671875,185,92.1
33712.96875,188,81.6
33712.96875,163,105.7
84054.75,168,63.5
23362.873046875,180,78
84054.75,185,83.9
49430.109375,180,74.8
9857.505859375,183,81.6
84054.75,190,104.3
84054.75,178,81.6
28560.38671875,168,72.6
11953.455078125,185,95.3
38925.3359375,180,86.2
84054.75,178,79.4
84054.75,188,93
38925.3359375,170,68
84054.75,170,95.3
38925.3359375,183,68
84054.75,190,117.9
28560.38671875,173,70.3
28560.38671875,183,83.9
44152.16015625,185,104.3
49430.109375,183,72.6
44152.16015625,170,68
84054.75,180,90.7
28560.38671875,188,106.6
44152.16015625,180,90.7
20305.509765625,178,78.5
28560.38671875,180,86.2
12954.765625,157,45.4
38925.3359375,188,106.6
84054.75,185,72.6
28560.38671875,173,92.5
33712.96875,185,88.5
17171.263671875,180,70.3
84054.75,178,227.2
84054.75,180,81.6
33712.96875,193,98.4
23362.873046875,180,77.1
8826.6513671875,190,77.1
28560.38671875,183,83.9
84054.75,180,88.5
84054.75,188,108.9
84054.75,178,99.8
49430.109375,183,90.7
84054.75,173,83.9
44152.16015625,180,77.1
16081.587890625,175,86.2
84054.75,183,92.5
84054.75,180,77.1
44152.16015625,173,74.8
49430.109375,168,79.4
38925.3359375,168,68
38925.3359375,183,90.7
84054.75,183,86.2
19237.1953125,188,93
17171.263671875,175,65.8
49430.109375,185,104.3
23362.873046875,183,86.2
84054.75,193,99.8
84054.75,193,117.9
33712.96875,170,74.8
84054.75,178,81.6
84054.75,180,90.7
84054.75,173,68
84054.75,183,97.5
84054.75,168,104.3
20305.509765625,175,86.2
6711.28759765625,178,73.9
38925.3359375,183,94.3
23362.873046875,183,90.7
12954.765625,152,81.6
20305.509765625,183,114.3
28560.38671875,175,79.4
84054.75,201,124.7
23362.873046875,190,90.7
33712.96875,190,106.6
33712.96875,170,68
38925.3359375,183,102.1
49430.109375,178,83.9
84054.75,178,72.6
84054.75,178,74.8
6711.28759765625,183,81.6
44152.16015625,173,97.5
33712.96875,178,85.3
28560.38671875,168,59
44152.16015625,178,68
16081.587890625,193,108.9
44152.16015625,183,86.2
84054.75,175,90.7
84054.75,185,107
12954.765625,183,93
28560.38671875,170,62.1
23362.873046875,173,72.6
84054.75,180,89.8
23362.873046875,185,79.4
49430.109375,188,102.1
33712.96875,188,83.9
23362.873046875,185,86.2
44152.16015625,183,104.3
49430.109375,183,97.5
84054.75,183,93
23362.873046875,183,86.2
38925.3359375,188,122
44152.16015625,168,83.9
33712.96875,178,81.6
84054.75,188,85.7
84054.75,188,81.6
33712.96875,170,68
84054.75,170,64.9
38925.3359375,183,99.8
84054.75,180,81.6
20305.509765625,188,81.6
38925.3359375,183,90.7
84054.75,183,85.3
38925.3359375,188,98.9
84054.75,175,97.5
49430.109375,180,102.1
84054.75,180,97.1
33712.96875,180,81.6
49430.109375,183,90.7
84054.75,178,72.6
28560.38671875,178,72.6
23362.873046875,157,76.2
33712.96875,178,120.2
15081.9755859375,178,81.6
28560.38671875,180,102.1
84054.75,175,81.6
33712.96875,185,108.9
84054.75,178,86.2
84054.75,185,83.9
84054.75,175,61.2
84054.75,183,81.6
84054.75,180,63.5
38925.3359375,183,74.8
10865.4287109375,180,104.3
84054.75,178,90.7
19237.1953125,180,79.4
84054.75,175,81.6
84054.75,178,90.7
28560.38671875,170,72.6
84054.75,190,99.8
84054.75,180,77.1
84054.75,168,68
28560.38671875,188,117.9
49430.109375,183,83.9
33712.96875,170,70.3
33712.96875,185,63.5
84054.75,170,71.7
33712.96875,165,56.7
19237.1953125,185,113.4
84054.75,183,88.5
23362.873046875,178,77.1
84054.75,173,81.6
44152.16015625,193,99.8
84054.75,183,77.1
38925.3359375,168,61.2
28560.38671875,183,89.8
84054.75,173,89.4
17171.263671875,180,99.8
84054.75,180,91.6
84054.75,175,86.2
38925.3359375,185,90.7
38925.3359375,180,80.7
84054.75,173,81.6
84054.75,175,74.8
84054.75,185,124.7
84054.75,175,74.8
33712.96875,188,104.3
7782.85400390625,170,77.1
49430.109375,170,99.8
44152.16015625,178,104.3
84054.75,180,99.8
33712.96875,178,83.9
44152.16015625,178,72.6
84054.75,183,79.4
84054.75,183,95.3
84054.75,178,77.1
84054.75,178,74.8
84054.75,180,65.8
84054.75,178,72.6
23362.873046875,180,104.3
84054.75,165,69.4
38925.3359375,175,90.7
38925.3359375,173,86.2
49430.109375,175,74.8
84054.75,178,73.5
84054.75,168,72.6
84054.75,163,72.6
84054.75,175,68
84054.75,178,104.3
44152.16015625,183,73.5
84054.75,168,83.9
18168.841796875,178,79.4
12954.765625,165,90.7
84054.75,193,93
49430.109375,178,88.5
49430.109375,170,64.9
44152.16015625,173,65.8
84054.75,183,88.5
33712.96875,183,90.7
84054.75,178,85.7
28560.38671875,190,97.5
38925.3359375,180,70.3
84054.75,188,83.9
23362.873046875,170,75.7
84054.75,190,108.9
84054.75,173,74.8
38925.3359375,175,84.4
44152.16015625,180,90.7
38925.3359375,178,93
33712.96875,173,63.5
14021.39453125,168,62.1
38925.3359375,170,77.1
28560.38671875,183,77.1
49430.109375,188,77.1
49430.109375,188,81.6
84054.75,183,70.3
44152.16015625,168,72.6
84054.75,180,95.3
20305.509765625,175,83.9
33712.96875,173,70.3
84054.75,178,76.2
84054.75,175,77.1
20305.509765625,188,79.4
17171.263671875,183,70.3
20305.509765625,178,83.9
84054.75,178,72.6
84054.75,183,106.6
84054.75,185,81.6
84054.75,178,81.6
84054.75,178,81.6
38925.3359375,175,81.6
84054.75,168,86.2
84054.75,175,83.9
28560.38671875,180,81.6
84054.75,175,67.6
84054.75,183,79.4
44152.16015625,173,80.7
28560.38671875,173,79.4
84054.75,188,124.7
84054.75,178,73.9
49430.109375,178,90.7
38925.3359375,178,65.8
84054.75,180,95.3
84054.75,183,99.8
84054.75,175,99.8
84054.75,168,90.7
44152.16015625,180,95.3
84054.75,173,72.6
84054.75,190,108.9
23362.873046875,183,89.8
84054.75,185,83.9
28560.38671875,193,122.5
28560.38671875,175,86.2
33712.96875,180,65.8
15081.9755859375,170,79.4
84054.75,173,77.1
84054.75,183,121.6
44152.16015625,168,68
84054.75,170,72.6
84054.75,170,70.3
44152.16015625,188,83.9
38925.3359375,180,79.4
16081.587890625,163,62.6
84054.75,178,81.6
84054.75,188,79.4
84054.75,175,95.3
49430.109375,183,70.3
49430.109375,178,99.8
84054.75,188,94.3
38925.3359375,188,95.3
15081.9755859375,173,63.5
23362.873046875,175,86.2
84054.75,170,68
84054.75,173,81.6
84054.75,170,79.4
23362.873046875,185,83.9
84054.75,188,86.2
44152.16015625,168,70.3
28560.38671875,175,79.4
23362.873046875,178,72.6
84054.75,183,77.1
33712.96875,180,83.9
84054.75,173,92.5
44152.16015625,185,72.6
33712.96875,183,106.6
28560.38671875,188,127
84054.75,178,95.3
84054.75,165,83
33712.96875,175,99.8
49430.109375,178,74.8
84054.75,178,78.9
84054.75,180,102.1
19237.1953125,165,68
84054.75,183,95.3
33712.96875,185,104.3
84054.75,173,95.3
28560.38671875,185,74.8
33712.96875,178,88.5
84054.75,188,90.7
84054.75,185,90.7
38925.3359375,180,94.3
84054.75,178,83.5
84054.75,180,78.5
44152.16015625,173,72.6
28560.38671875,170,65.8
38925.3359375,190,113.4
38925.3359375,185,83.9
49430.109375,178,72.6
84054.75,183,90.7
18168.841796875,183,113.4
23362.873046875,178,95.3
44152.16015625,175,74.8
33712.96875,170,63.5
33712.96875,183,45.8
44152.16015625,168,68
84054.75,173,90.7
84054.75,178,102.1
9857.505859375,180,136.1
28560.38671875,175,86.2
84054.75,183,86.2
49430.109375,175,66.2
44152.16015625,175,70.3
10865.4287109375,185,99.8
84054.75,178,83
12954.765625,178,77.1
23362.873046875,180,81.6
84054.75,190,113.4
20305.509765625,173,95.3
84054.75,185,113.4
44152.16015625,183,90.7
38925.3359375,173,83.9
44152.16015625,175,74.8
28560.38671875,188,83.9
49430.109375,185,68
84054.75,183,81.6
84054.75,190,95.3
84054.75,173,77.1
23362.873046875,183,90.7
49430.109375,168,63.5
38925.3359375,180,90.7
28560.38671875,188,133.8
84054.75,175,79.4
14021.39453125,175,74.8
33712.96875,180,86.2
23362.873046875,180,83.9
28560.38671875,183,68
5675.8955078125,168,68
84054.75,180,83.9
23362.873046875,180,88.5
17171.263671875,180,79.4
28560.38671875,173,90.7
28560.38671875,183,79.4
84054.75,180,106.6
38925.3359375,183,70.3
20305.509765625,173,136.1
10865.4287109375,163,63.5
18168.841796875,183,93
84054.75,183,86.2
49430.109375,183,99.8
38925.3359375,183,106.6
84054.75,168,59
84054.75,178,76.2
84054.75,188,88.5
44152.16015625,173,70.3
33712.96875,173,72.6
33712.96875,175,68
49430.109375,185,90.7
16081.587890625,193,96.2
23362.873046875,175,74.8
38925.3359375,175,83.9
84054.75,185,86.2
28560.38671875,185,83.9
84054.75,180,227.2
84054.75,178,107.5
84054.75,190,86.2
38925.3359375,173,78
84054.75,183,74.8
49430.109375,168,95.3
84054.75,180,99.8
38925.3359375,170,77.1
84054.75,175,74.8
84054.75,173,77.1
84054.75,183,86.2
33712.96875,173,72.6
28560.38671875,196,104.3
84054.75,185,108.9
38925.3359375,188,104.3
84054.75,185,97.5
28560.38671875,188,97.5
38925.3359375,173,70.3
33712.96875,180,59
84054.75,188,81.6
28560.38671875,175,77.1
23362.873046875,170,86.2
84054.75,168,79.4
19237.1953125,173,68
84054.75,183,93
33712.96875,183,96.2
19237.1953125,190,81.6
20305.509765625,185,83
84054.75,190,87.1
38925.3359375,173,74.8
84054.75,185,90.7
23362.873046875,178,81.6
28560.38671875,175,99.8
49430.109375,178,88.5
84054.75,180,90.7
84054.75,180,86.2
49430.109375,183,88.5
84054.75,180,83.9
33712.96875,170,68
84054.75,185,90.7
84054.75,183,79.4
84054.75,185,77.1
84054.75,183,95.3
84054.75,185,83.9
33712.96875,180,90.7
44152.16015625,185,83.9
84054.75,185,74.8
84054.75,190,90.7
49430.109375,178,79.4
28560.38671875,168,70.3
84054.75,173,79.4
38925.3359375,173,75.7
84054.75,185,111.1
16081.587890625,173,97.5
28560.38671875,170,67.6
38925.3359375,188,81.6
84054.75,178,81.6
84054.75,188,104.3
44152.16015625,185,79.4
44152.16015625,168,81.6
84054.75,190,72.6
84054.75,170,68
44152.16015625,178,71.2
18168.841796875,180,78
84054.75,190,102.1
17171.263671875,190,102.1
84054.75,188,154.2
84054.75,183,81.6
33712.96875,173,77.1
11953.455078125,175,69.4
49430.109375,183,81.6
49430.109375,190,104.3
38925.3359375,175,93
84054.75,183,70.3
38925.3359375,185,59
84054.75,178,90.7
33712.96875,185,68
44152.16015625,198,99.8
18168.841796875,175,102.1
84054.75,175,81.6
84054.75,178,81.6
84054.75,185,81.6
23362.873046875,185,115.7
12954.765625,175,77.1
23362.873046875,180,81.6
84054.75,185,99.8
84054.75,175,79.4
84054.75,180,86.2
49430.109375,180,74.8
84054.75,180,83.9
38925.3359375,188,90.7
20305.509765625,178,70.3
33712.96875,188,91.6
84054.75,185,110.2
28560.38671875,168,79.4
84054.75,173,70.3
84054.75,178,93
4726.39111328125,173,111.1
84054.75,185,149.7
20305.509765625,170,99.8
84054.75,173,55.8
38925.3359375,183,86.2
84054.75,178,81.6
16081.587890625,185,97.5
84054.75,198,113.4
84054.75,188,86.2
84054.75,183,68
84054.75,168,97.5
84054.75,183,98.4
38925.3359375,183,97.5
84054.75,173,62.6
44152.16015625,175,78.9
84054.75,178,88.5
15081.9755859375,188,78
33712.96875,185,81.6
12954.765625,183,97.5
44152.16015625,178,83.9
84054.75,180,95.3
84054.75,183,80.7
84054.75,185,88.5
44152.16015625,188,136.1
44152.16015625,178,95.3
23362.873046875,173,102.1
38925.3359375,180,79.4
33712.96875,165,72.6
84054.75,180,104.3
84054.75,180,81.6
84054.75,183,122.5
84054.75,173,113.4
12954.765625,183,83.9
84054.75,175,90.7
84054.75,185,102.1
84054.75,190,77.1
10865.4287109375,188,86.2
84054.75,183,83.9
8826.6513671875,178,93
23362.873046875,165,70.8
28560.38671875,175,83.9
33712.96875,178,93
84054.75,193,113.4
18168.841796875,190,83.9
84054.75,183,93
84054.75,168,63.5
84054.75,180,83.9
84054.75,175,81.6
18168.841796875,190,81.6
44152.16015625,175,68
49430.109375,180,115.7
28560.38671875,190,102.1
84054.75,178,95.3
84054.75,188,79.4
49430.109375,175,77.1
49430.109375,185,102.1
84054.75,175,95.3
49430.109375,183,93
84054.75,193,117.9
33712.96875,178,83.9
84054.75,168,61.2
49430.109375,173,74.8
84054.75,168,72.6
16081.587890625,178,95.3
44152.16015625,190,106.6
33712.96875,178,86.2
84054.75,183,84.4
28560.38671875,178,77.1
6711.28759765625,178,65.8
49430.109375,183,84.4
44152.16015625,188,86.2
84054.75,180,86.2
19237.1953125,173,74.8
49430.109375,180,78
84054.75,163,68
84054.75,173,86.2
33712.96875,175,74.8
28560.38671875,190,108
84054.75,183,95.3
23362.873046875,188,93
49430.109375,168,73.5
16081.587890625,180,77.1
33712.96875,175,69.9
23362.873046875,183,88.5
84054.75,175,86.2
28560.38671875,175,70.8
28560.38671875,173,68
84054.75,183,90.3
44152.16015625,183,86.2
84054.75,180,83.9
84054.75,178,77.1
84054.75,175,72.6
38925.3359375,175,68
33712.96875,183,90.7
84054.75,185,142.9
84054.75,183,94.8
84054.75,175,86.2
38925.3359375,178,88.5
49430.109375,180,83.9
84054.75,168,95.3
28560.38671875,173,113.4
84054.75,185,83.9
84054.75,183,83.9
84054.75,188,97.5
44152.16015625,178,90.7
84054.75,173,79.4
84054.75,183,63.5
33712.96875,190,93
84054.75,185,83.9
84054.75,173,81.6
84054.75,178,90.7
20305.509765625,175,90.7
84054.75,188,83.9
17171.263671875,175,95.3
10865.4287109375,190,81.6
84054.75,185,83.9
84054.75,173,79.4
84054.75,178,86.2
28560.38671875,180,83.9
28560.38671875,173,70.3
84054.75,170,70.3
44152.16015625,168,67.1
38925.3359375,173,90.7
33712.96875,183,82.6
7782.85400390625,170,72.6
23362.873046875,180,106.6
28560.38671875,168,54.4
84054.75,170,71.2
11953.455078125,178,81.6
49430.109375,168,60.3
84054.75,175,74.8
84054.75,168,72.6
33712.96875,168,68
38925.3359375,185,77.1
84054.75,178,86.2
84054.75,178,86.2
84054.75,173,83.9
38925.3359375,175,81.6
33712.96875,178,102.1
16081.587890625,183,88.5
23362.873046875,170,81.6
84054.75,175,72.6
84054.75,175,88.5
84054.75,183,102.1
84054.75,180,77.1
84054.75,188,81.6
84054.75,183,88.5
49430.109375,180,86.2
28560.38671875,183,95.3
84054.75,178,72.6
84054.75,188,81.6
33712.96875,188,99.8
19237.1953125,180,83
28560.38671875,170,59
84054.75,173,73
44152.16015625,188,95.3
38925.3359375,173,61.2
44152.16015625,178,81.6
28560.38671875,160,79.4
84054.75,185,83.9
33712.96875,165,72.6
84054.75,183,90.7
84054.75,183,79.4
28560.38671875,168,74.8
84054.75,168,72.6
28560.38671875,173,74.8
84054.75,185,93
49430.109375,168,79.4
84054.75,175,65.8
84054.75,165,60.3
84054.75,188,81.6
17171.263671875,185,71.2
84054.75,173,88.5
84054.75,183,89.8
49430.109375,178,93
23362.873046875,183,86.2
84054.75,188,130.6
28560.38671875,175,72.6
19237.1953125,178,81.6
33712.96875,170,65.8
84054.75,170,81.6
44152.16015625,168,61.2
84054.75,175,69.9
28560.38671875,175,68
38925.3359375,190,76.2
84054.75,175,93
84054.75,190,102.1
44152.16015625,183,94.3
38925.3359375,183,68
38925.3359375,170,81.6
84054.75,190,113.4
84054.75,178,90.7
23362.873046875,165,68
19237.1953125,193,120.2
84054.75,183,59
84054.75,188,95.3
84054.75,173,72.6
84054.75,180,90.7
84054.75,170,90.7
23362.873046875,168,111.1
38925.3359375,168,49.9
84054.75,185,100.7
33712.96875,180,98.9
33712.96875,175,74.8
33712.96875,175,77.1
84054.75,183,90.7
84054.75,170,68.9
84054.75,183,77.1
84054.75,178,86.2
33712.96875,185,104.3
33712.96875,173,77.1
28560.38671875,173,72.6
84054.75,168,68
38925.3359375,185,97.5
33712.96875,175,77.1
15081.9755859375,180,81.6
17171.263671875,183,97.1
33712.96875,183,79.4
33712.96875,178,86.2
84054.75,188,90.7
44152.16015625,175,99.8
84054.75,173,74.8
17171.263671875,185,99.8
38925.3359375,178,90.7
44152.16015625,185,93
84054.75,198,104.3
4726.39111328125,175,72.6
84054.75,180,90.7
23362.873046875,180,86.2
44152.16015625,185,79.4
49430.109375,183,77.1
44152.16015625,185,108.9
23362.873046875,178,76.7
28560.38671875,180,93
84054.75,193,113.4
49430.109375,183,113.4
28560.38671875,183,90.7
15081.9755859375,183,68
84054.75,173,70.3
38925.3359375,173,70.3
19237.1953125,170,56.7
28560.38671875,168,77.1
84054.75,178,93
84054.75,183,78.9
44152.16015625,178,83.9
23362.873046875,185,97.5
28560.38671875,183,77.1
23362.873046875,188,104.3
28560.38671875,183,83
33712.96875,178,86.2
84054.75,180,90.7
33712.96875,178,72.6
44152.16015625,168,74.8
84054.75,175,74.8
84054.75,183,117.9
84054.75,175,81.2
23362.873046875,173,81.6
38925.3359375,160,63.5
84054.75,170,54.9
44152.16015625,178,90.7
49430.109375,183,76.2
38925.3359375,178,74.8
33712.96875,180,86.2
84054.75,170,61.2
33712.96875,175,68
33712.96875,178,68
84054.75,175,83.9
23362.873046875,178,70.3
28560.38671875,190,95.3
84054.75,180,86.2
49430.109375,183,104.3
84054.75,175,99.8
84054.75,178,83.9
84054.75,168,63.5
84054.75,178,70.3
33712.96875,168,79.4
84054.75,175,68
23362.873046875,173,68
84054.75,180,65.8
33712.96875,178,63.5
38925.3359375,183,86.2
84054.75,175,77.1
84054.75,188,95.7
84054.75,188,95.3
84054.75,178,82.6
84054.75,180,136.1
18168.841796875,180,72.6
84054.75,178,88.5
84054.75,173,68
84054.75,190,88.5
44152.16015625,185,99.8
84054.75,188,72.6
84054.75,173,69.9
38925.3359375,183,88.5
33712.96875,180,61.2
23362.873046875,185,95.3
33712.96875,173,86.2
84054.75,188,97.5
84054.75,173,68
33712.96875,178,88.5
84054.75,185,108.9
44152.16015625,185,81.6
84054.75,188,108
19237.1953125,178,117.9
49430.109375,188,95.3
84054.75,175,120.2
84054.75,178,102.1
84054.75,183,68
44152.16015625,178,74.8
33712.96875,168,81.6
33712.96875,175,127.5
38925.3359375,180,81.6
33712.96875,178,74.8
38925.3359375,175,72.6
33712.96875,183,99.8
18168.841796875,160,59
84054.75,175,70.3
44152.16015625,183,90.7
84054.75,175,74.8
33712.96875,170,79.8
38925.3359375,178,68
44152.16015625,170,99.8
20305.509765625,185,95.3
16081.587890625,185,81.6
49430.109375,183,102.1
11953.455078125,168,69.9
23362.873046875,185,74.8
23362.873046875,170,72.6
28560.38671875,178,72.6
84054.75,173,79.4
84054.75,180,106.6
84054.75,173,77.1
84054.75,180,227.2
23362.873046875,185,95.3
33712.96875,173,61.2
84054.75,175,94.8
33712.96875,173,83.9
33712.96875,170,65.8
4726.39111328125,190,167.8
23362.873046875,183,83.9
84054.75,183,86.2
16081.587890625,173,95.3
38925.3359375,188,108.9
23362.873046875,180,83.9
33712.96875,173,81.6
84054.75,168,56.7
38925.3359375,170,70.3
49430.109375,175,90.7
33712.96875,163,72.6
28560.38671875,175,86.2
19237.1953125,178,88.9
12954.765625,155,49.9
49430.109375,168,90.7
33712.96875,188,83
28560.38671875,190,93
49430.109375,170,108.9
33712.96875,175,83.9
44152.16015625,178,65.8
84054.75,175,83.9
84054.75,175,90.7
84054.75,178,81.6
18168.841796875,168,90.7
38925.3359375,190,122.5
84054.75,183,93.4
33712.96875,188,90.7
10865.4287109375,157,49.9
11953.455078125,183,78.9
44152.16015625,183,75.7
19237.1953125,173,69.4
33712.96875,183,131.5
33712.96875,190,79.4
38925.3359375,173,63.5
84054.75,183,81.6
44152.16015625,190,99.8
33712.96875,170,68
38925.3359375,175,81.6
38925.3359375,168,81.6
10865.4287109375,180,77.1
38925.3359375,170,72.6
16081.587890625,168,59
28560.38671875,173,77.1
84054.75,188,90.7
44152.16015625,180,99.8
20305.509765625,183,72.6
44152.16015625,175,83.9
84054.75,183,85.3
84054.75,185,63.5
84054.75,188,102.1
28560.38671875,183,108.9
33712.96875,180,90.7
33712.96875,193,95.3
33712.96875,163,61.2
38925.3359375,168,65.8
19237.1953125,175,74.8
28560.38671875,168,74.8
84054.75,168,72.6
84054.75,175,78.5
38925.3359375,170,81.6
28560.38671875,170,81.6
23362.873046875,185,88.5
49430.109375,170,79.4
33712.96875,185,111.1
5675.8955078125,180,83.9
49430.109375,168,72.6
28560.38671875,163,67.1
28560.38671875,173,77.1
33712.96875,168,77.1
7782.85400390625,170,77.1
12954.765625,178,99.8
33712.96875,180,81.6
49430.109375,175,86.2
33712.96875,190,80.3
84054.75,173,86.2
23362.873046875,157,68
14021.39453125,180,81.6
28560.38671875,183,79.4
18168.841796875,180,72.6
84054.75,180,90.7
6711.28759765625,157,102.1
84054.75,178,137
49430.109375,173,77.1
19237.1953125,168,82.6
23362.873046875,185,90.7
49430.109375,183,95.3
84054.75,183,129.3
28560.38671875,165,62.1
84054.75,178,67.1
23362.873046875,178,77.1
12954.765625,180,79.4
23362.873046875,170,69.9
14021.39453125,185,99.8
84054.75,188,79.4
49430.109375,173,70.3
28560.38671875,183,88.5
20305.509765625,178,76.2
33712.96875,178,79.8
33712.96875,178,86.2
44152.16015625,178,81.6
38925.3359375,183,78.9
28560.38671875,173,83.9
28560.38671875,180,104.3
15081.9755859375,170,54.4
84054.75,180,81.6
15081.9755859375,183,77.1
84054.75,173,65.3
33712.96875,173,77.1
15081.9755859375,178,65.8
84054.75,180,86.2
84054.75,180,88.5
33712.96875,170,69.9
33712.96875,175,117.9
44152.16015625,178,99.8
44152.16015625,173,81.6
38925.3359375,183,77.1
49430.109375,170,73.5
44152.16015625,183,91.6
16081.587890625,165,52.2
20305.509765625,168,72.1
19237.1953125,183,73.5
84054.75,185,95.3
84054.75,185,101.2
28560.38671875,163,69.9
38925.3359375,163,113.4
38925.3359375,175,74.8
12954.765625,185,80.7
84054.75,190,94.8
28560.38671875,163,72.6
44152.16015625,185,88.5
19237.1953125,178,81.6
84054.75,180,81.6
18168.841796875,175,74.8
28560.38671875,175,77.1
19237.1953125,165,63.5
33712.96875,185,95.3
28560.38671875,175,68
20305.509765625,175,63.5
33712.96875,180,64.4
44152.16015625,168,72.6
28560.38671875,183,129.3
38925.3359375,190,81.2
33712.96875,183,79.4
23362.873046875,175,83.9
38925.3359375,185,71.7
49430.109375,175,74.8
84054.75,178,56.7
33712.96875,165,61.2
28560.38671875,183,93
49430.109375,178,72.6
49430.109375,180,86.2
8826.6513671875,188,81.6
17171.263671875,180,99.8
84054.75,188,90.7
38925.3359375,193,89.8
28560.38671875,160,54.4
20305.509765625,165,74.8
33712.96875,183,95.3
84054.75,180,77.1
84054.75,178,72.6
33712.96875,183,83.9
23362.873046875,173,90.7
44152.16015625,178,79.4
44152.16015625,183,89.8
44152.16015625,183,81.6
38925.3359375,173,72.6
44152.16015625,175,113.4
19237.1953125,160,50.8
49430.109375,180,81.6
44152.16015625,183,77.1
84054.75,183,90.7
84054.75,180,108.9
84054.75,180,79.8
84054.75,173,87.5
84054.75,175,111.1
49430.109375,173,65.8
49430.109375,183,90.7
20305.509765625,175,82.6
28560.38671875,173,59
20305.509765625,165,90.7
44152.16015625,180,127
84054.75,175,68
49430.109375,168,74.8
84054.75,170,72.6
84054.75,175,71.7
15081.9755859375,178,83.9
28560.38671875,170,79.8
23362.873046875,178,81.6
84054.75,183,81.6
84054.75,196,81.6
84054.75,173,68
84054.75,190,108.9
84054.75,175,79.8
84054.75,175,83.9
49430.109375,183,74.8
38925.3359375,173,81.6
49430.109375,188,108.9
10865.4287109375,170,227.2
28560.38671875,180,74.8
23362.873046875,163,99.8
33712.96875,175,89.8
28560.38671875,183,83
19237.1953125,170,56.7
84054.75,185,74.8
38925.3359375,185,127
38925.3359375,185,83.9
84054.75,168,68.9
16081.587890625,183,74.8
28560.38671875,168,113.4
23362.873046875,168,79.4
28560.38671875,183,97.5
84054.75,175,88.5
84054.75,173,86.2
84054.75,178,80.7
49430.109375,175,95.3
84054.75,178,76.2
38925.3359375,183,99.8
38925.3359375,180,108
33712.96875,180,88.5
44152.16015625,178,86.2
44152.16015625,180,80.7
33712.96875,178,90.7
33712.96875,183,81.6
38925.3359375,183,90.7
12954.765625,178,65.8
23362.873046875,188,79.4
44152.16015625,168,61.2
33712.96875,170,72.6
84054.75,183,86.2
84054.75,175,71.7
44152.16015625,168,74.8
33712.96875,168,68
28560.38671875,175,108.9
38925.3359375,173,77.1
38925.3359375,183,83.9
33712.96875,160,61.2
44152.16015625,180,80.7
28560.38671875,170,83.9
84054.75,175,131.5
84054.75,180,78
44152.16015625,178,79.4
10865.4287109375,183,112
23362.873046875,175,72.6
84054.75,178,74.8
84054.75,175,70.3
38925.3359375,183,78
84054.75,165,61.2
44152.16015625,178,86.2
23362.873046875,185,77.1
49430.109375,183,79.4
84054.75,178,77.1
33712.96875,185,95.3
84054.75,178,83.9
84054.75,178,102.1
44152.16015625,170,80.7
38925.3359375,178,95.3
84054.75,196,102.1
84054.75,175,95.3
14021.39453125,173,81.6
38925.3359375,183,104.3
28560.38671875,180,72.6
49430.109375,180,88.5
33712.96875,173,108.9
38925.3359375,180,90.7
44152.16015625,190,108.9
28560.38671875,185,81.6
84054.75,178,99.8
10865.4287109375,170,65.8
23362.873046875,190,104.3
38925.3359375,175,80.7
16081.587890625,168,81.6
84054.75,188,83.9
28560.38671875,183,93
49430.109375,185,95.3
44152.16015625,160,53.5
84054.75,183,99.8
84054.75,178,81.6
84054.75,173,74.8
33712.96875,185,76.2
17171.263671875,168,68.5
44152.16015625,173,65.8
84054.75,178,88.5
84054.75,188,136.1
84054.75,178,95.3
84054.75,175,99.8
33712.96875,180,74.8
23362.873046875,188,63.5
28560.38671875,178,81.6
23362.873046875,170,65.8
16081.587890625,180,65.8
44152.16015625,170,89.8
49430.109375,188,104.3
38925.3359375,178,86.2
38925.3359375,188,106.6
49430.109375,170,88.5
84054.75,175,68
